0_channel,1_channel,2_channel
63.68173474241646,0.2639151979314892,0.03087044937510145
65.30482391994119,0.45699147841058424,0.03374781964281185
59.31553987668761,0.28104950498208325,0.015968661023696852
63.03365979816617,0.2627028449298443,0.021567365531708488
63.08811208858016,0.2296402114608349,0.04013841608392737
64.2502360395081,0.5479308021870194,0.0681656903988639
65.35683598629137,0.25190982459913724,0.04124616259831544
65.26031678321326,0.3278916959856798,0.035367691913632315
59.56579161216241,0.3946539534147943,0.03108604018210271
66.8039152424253,0.4778094637868072,0.05448983054147524
64.15621644897354,0.26586448959901743,0.029740572445828388
62.964237008745776,0.8332588944170796,0.08973147586671547
64.77618290132358,0.4896467961289934,0.05071817055340043
61.2077470068632,0.2861652754426531,0.049583397729282136
62.489343268737954,0.19743941436934406,0.04270891879181622
64.40091676856031,0.41037486166674336,0.09185662811435891
60.22721782801451,0.26070290680750974,0.04594821213255852
65.041955939078,0.3734424234397671,0.0614235165974006
65.41461274881826,0.3083083908090577,0.025168811328433415
63.29724251496357,0.4421295474794281,0.051781838022674206
62.11263728892568,0.6244358301057769,0.06473400791179712
64.60736524957154,0.2830602157400706,0.042893215355986905
63.37617884894292,0.299766393876258,0.03515795944874436
66.16724281553238,0.3613133150553374,0.045611484999656116
65.47737364029824,0.5173289663772173,0.039365077452074626
63.96129058552654,0.3077111236925997,0.01511316433813236
64.4102544358194,0.5527510918046221,0.09699201626930992
65.00892024563284,0.21080442611979822,0.02609625710769916
63.551078426884445,0.45033450676712605,0.05037583268086363
66.40968251750354,0.6247441746971416,0.08801234541704717
66.4023616596157,0.3809846593013299,0.026194162097479504
64.63628069294285,0.23159855105608537,0.01550993629296974
62.25750055373286,0.17866316525007403,0.01905436306067176
66.01708504646187,0.2325157733125324,0.028173863833827268
64.87021078350182,0.42469665596559625,0.04742023856680629
59.80199805331303,0.17555171100686562,0.01895703776344041
64.1164852873801,0.8219672036428628,0.08762165845016522
65.53696494204262,0.282243102554681,0.015197345778724513
66.30066640267586,0.26918423800379737,0.022683250658301284
59.99355103144984,0.24313387863895705,0.05081246412018092
60.36535052350561,0.45277750028548924,0.015933367062749906
62.952295384243854,0.41959253689720755,0.03917377032453766
68.08809472415362,0.5398860499994024,0.03495186397991729
64.83202106139619,0.5875816650104813,0.039883998702903135
63.76044412590631,0.4220426473508496,0.04200753546157172
61.750776072826454,0.2847713967409168,0.033348848258081744
64.22678650502131,0.36939188749372254,0.03231588400570952
60.342156516406725,0.3852581843768021,0.02989395329951235
64.81715045147715,0.47044388665193737,0.03431227272307047
63.71675600657926,0.2972552191226846,0.017625447800273204
65.3127354972339,0.6053153282079807,0.12266083920157668
65.65738232370293,0.49103749666389723,0.12481513623492822
66.50888264649818,0.3460419560937814,0.06111091453939212
61.29135494832432,0.3882480552891383,0.09051939279282782
62.57027357534295,0.3870869349008619,0.09050144107183306
64.25007961455667,0.4805506913540634,0.022718770481435925
67.3938733627355,0.5467577821927868,0.07612830130434887
61.70138692758161,0.39113334663408594,0.04905474104482396
63.33398524072132,0.20056996387230341,0.0381217400383763
66.86414310282909,0.7178437938093262,0.10106622470016495
63.914627618961724,0.49222214602709913,0.0428726489485907
64.45951410870838,0.40317123042713743,0.14305594176001873
64.18606941655536,0.5910599349775221,0.04537201973725686
62.778334421734485,0.3511602305631815,0.09434151440230615
60.97263982256191,0.3048162327436723,0.018824676963219787
60.79133370920596,0.5354047735835998,0.031257505370000806
61.592199748580754,0.5158997655739471,0.13919398581983103
60.61685696572934,0.25180900334802575,0.016641162859718103
61.75525919593218,0.46694952022676955,0.05303466281576145
62.34506893469907,0.36644892634696746,0.026764666128219834
63.81818024254335,0.12670780545412716,0.007335989611587392
62.9049021769263,1.0189095274802729,0.13269654911632378
62.77867201810303,0.16985551794788012,0.01440012217139908
56.73382042923932,0.25934045428609065,0.0620224821529419
60.74102664392503,0.3507831295091486,0.04077825628554553
65.4690985781583,0.37793022598844334,0.02422099553159645
59.97154093618534,0.32453246059781515,0.05059941354974471
64.01064526979881,0.21187202603364802,0.013588898008353547
62.20629470065077,0.46616507222894943,0.04454487151128569
63.71130059107169,0.6270493016284386,0.04725348750263294
64.53335657378261,0.2954111528093344,0.044309545635254105
59.92773853777771,0.33271886507587134,0.010582236531692985
65.33719615129003,0.37540584483577893,0.11983502634275628
64.91407125999748,0.425055548018454,0.05617455154688676
63.750132832011644,0.29700055432457595,0.06822389087728456
63.57413471429438,0.3163287580160652,0.03356051581508837
66.27795391267688,0.4466754361059317,0.038271938591074584
63.91624817421722,0.47303117411632367,0.05851676940673413
59.566381886854785,0.5164874863922344,0.06918437226897413
63.977686890842925,0.2711613897708332,0.05623244218521368
63.84684175235596,0.44969932758763104,0.05962255551590499
63.66999393246044,0.6741182090948231,0.0838854923922129
63.62381423157634,0.26596634259321517,0.06371668055350507
63.743209206778666,0.28471191492561965,0.025029006298370043
63.237039180565375,0.39568330456713546,0.0363342087743604
62.307657773501326,0.14762561165547503,0.019074737306567186
66.39868472061244,0.36428034445064317,0.030373497713916477
60.14211062184593,0.11996867910598705,0.017784213085831942
63.82395927728646,0.15588503834874598,0.04642345050373087
63.02445863253045,0.3225852980045358,0.07849024812400265
