0_channel,1_channel,2_channel,3_channel,4_channel,5_channel
39.813731898782855,0.6424300600760956,0.8336999044455738,1.2324125802551078,11.251216725197825,9.821600629688655
40.96539178709665,0.7051442106047962,0.8449902530655017,1.3352415195321325,10.593123023798558,8.373040122324
39.413651055626225,0.725990367009682,0.7880074955417605,1.2355689069483249,13.983714216336173,9.52382779104647
39.35229846011773,0.7602427256081743,0.8650350704028473,1.2953766264760675,11.168978899011956,8.703957102410241
38.608983112077794,0.6530450387072798,0.8911323092304785,1.2569745637412284,11.251554144530685,8.658679487189005
48.65657901964483,0.7583623397461777,0.9250844874583066,1.4413797536294426,10.262012159893018,8.164002208060522
46.39680279860704,0.8128287593759033,1.0045639065952015,1.773740990226277,10.062998303012895,7.640834204133426
44.38691633959278,0.7309740005878068,0.9767904425230206,1.4630212648178054,10.639875201286202,7.217299861449087
47.84944544720711,1.108464460655072,1.2971930822271793,1.8889082376161,8.795556946118232,7.223596034206634
43.418743088066385,0.7564309263022844,0.9985940666835705,1.3463839593412894,10.716742888390732,8.1570988455774
37.32507886970012,0.7250137658995831,0.7392312091975005,1.1431331585513285,14.849437596023483,11.838516709315586
34.891581096129265,0.6563890446938322,0.7870944591677295,1.2484883800539215,10.645655375713465,9.62004921560803
35.97340984929759,0.6051074120714371,0.762342234822106,1.0831847722142172,11.48380877210907,9.489581874016995
61.05691018635015,1.3675685638107482,1.4672963957290406,2.000168789000363,11.890978408985873,8.409579096345695
35.966587000587275,0.7237678894531692,0.9522575882060941,1.3557522542046454,11.639962724063123,10.678915530877513
44.25070378300673,0.7310972463612375,1.0795191762560643,1.6992217580704292,9.41148547842065,7.445544955838541
41.236041669530785,0.8067604322709868,0.894011261962776,1.478175102243137,12.099824783139068,9.446023632717987
41.4952093624247,0.800993121188598,0.9706607739322237,1.2222333604806799,11.698735980556767,9.842153833831718
41.95807940411368,0.7248879238920014,0.9651878837120541,1.6299341877922244,10.099813159274106,8.373540807758118
36.30918184872111,0.7323689353148324,0.9835768578383258,1.383280878783897,10.65114805587808,8.43483832153331
37.71141819485356,0.745678003452018,0.8142906370212064,1.5672191654851153,11.721718839079685,9.147543448334423
31.9913048486311,0.6590243096547422,0.7768932530113963,1.0931746019667419,11.963279529993978,9.956016704913697
45.30717815000265,0.735208838372307,0.9552184581113391,1.5685844075913902,10.257466536596471,8.752430999333333
29.26531847789483,0.8286977799866702,0.7701761528714753,1.2159435181852,13.172110750461854,10.30620733038066
38.90203594369193,0.7011389104475483,0.8080097061025242,1.199444819650646,11.44895511867203,8.837324000040816
42.26217246188956,1.0145543003697315,0.8648888014313373,1.36445835411081,12.547095457875429,8.563244116611104
41.565681798548525,0.8198678406639326,0.9429076104323527,1.4588264375237643,10.219099778839546,7.208109978210345
41.466747068003514,0.8021047337620941,0.9701458210177476,1.5804940976387232,11.686768238554441,8.79357856049722
37.97134418782204,0.7949458330985754,0.9008086379962035,1.265942368614014,10.844388785838376,8.912471207866528
46.302343006385954,0.8284554570752203,1.1303945935526591,1.5984323950766548,9.837026697302935,7.48801958433372
47.04614289253234,0.699526678617329,0.9543268155961684,1.6181138334699658,9.673620105995589,8.375866707238371
35.41834803817348,0.7222939688907998,0.775686981596773,1.322918209042866,12.420094686203303,9.439790106198808
38.129466468028006,0.6395023655950808,0.9140489837487907,1.2516182682741188,10.854863308582365,8.180186646856484
39.86025572964752,0.7158957480258208,0.8689187696052884,1.2153260589427952,11.020446837080273,9.367986096508975
36.44945016117492,0.6633983772022003,0.772423177412987,1.1485274618480883,12.773609717736374,9.577536977094926
33.76018110732351,0.527003814610246,0.6196541150426736,0.9400229262595027,11.704666297979099,9.475785230884233
46.572581487030476,0.8158952500410483,1.1608256338213618,1.7287990266758264,11.349982628458472,8.64485282280803
44.62062143525295,0.9113541341830012,1.1389225708545565,1.4517730244966205,10.87825826186765,7.374614470809959
39.655283246591324,0.7302523244392081,0.8070723855088519,1.1913372816787096,11.308573500057145,8.97027088561624
34.646157499871556,0.5715910540170931,0.6193139540717715,1.2076594816893649,12.535119650352744,10.488359036202327
37.711072849495345,0.7789372129393455,0.8141291248253272,1.2038330247796956,11.47891955320558,8.927651587966684
41.200309091321216,0.683160270275449,0.9117247491671844,1.396109942719361,11.77408770649327,9.017246742399255
46.29278997050609,0.8094503716677808,1.0555684091839237,1.962701261422172,8.234949646499322,7.391285398934537
39.46753566206192,0.758925948291444,0.8225007033775824,1.2316380616372447,10.265797651320968,8.371602649638183
34.989192728314144,0.677565193746045,0.7014039748855774,1.0775346508433297,11.992946356061392,10.560063097604838
46.5816646478799,0.785176309519872,1.0381922853261611,1.5399783813298074,8.72520739282699,7.008997375474559
41.58824764221896,0.9399606338758217,0.9505809162357275,1.5291909669372465,13.245054864094742,8.941895670216633
34.55019838198962,0.7345821689350711,0.9677509869015477,1.3963582567142596,10.664305362319615,8.554479286121584
35.80703549837482,0.6233032764900696,0.7996797905962667,1.2736048545660643,11.99668157796251,9.652000108153727
44.02942744581603,0.8305994685292164,0.9101848956442083,1.4415682699141767,10.501509466886397,8.399672324600134
48.01771997748591,0.7326108364926748,0.9243835131396192,1.8037493177264303,10.325048564824295,7.214807935677895
40.78868378780676,0.800141228248312,0.8316194546629698,1.311287949572558,11.94564519596962,9.448682421700186
35.34270994453812,0.6787701627903848,0.7616763519915708,0.9529429517408073,12.292886576305545,10.293449753250453
39.71830788908924,0.6895439465362442,0.8606048945635957,1.3743408657113596,9.995599448616737,8.060478146676283
40.75626969216296,1.0128022409125477,1.0603285315612763,1.5015859060046268,10.862862471253646,8.382787172951543
39.304033230492365,0.5984242924752954,0.9024066315142039,1.5037341752155036,10.835657046770793,8.511604384843805
34.66900719134884,0.6277682951889756,0.7803373263884119,1.0201888443597196,12.638389901131223,10.466203714971876
36.260802693660466,0.5411739182874126,0.6940376467256817,1.1724405523879218,12.767389120436366,10.16772652461734
40.836152225672855,0.7689384842068897,0.8646952213426211,1.3953418240902067,13.329735887426848,10.202523630896284
42.824544137872245,0.7848042387529764,0.9561046056309404,1.5032275416946492,10.164292231974377,8.822344249718952
40.06351007171335,0.7187364617082654,0.7750058854852829,1.079812116132363,11.753111931399799,9.481881768787636
37.553250489204025,0.8527483715093037,0.9337732280823051,1.3426520714847179,11.038722739060859,8.289003696361911
41.80316374596133,0.8176449983138192,0.9516791421361609,1.303046711551395,13.144758066921918,9.030892751641721
42.093787888022064,0.7417481751333946,0.9837409615489485,1.43084010142476,10.769211324552293,9.40284470566921
39.897056956029395,0.6484363831113411,0.8678556530893318,1.4809771351079715,10.86992733861185,8.297884471961744
43.875080075377454,0.8960376124393209,0.941030645961584,1.57240374408873,12.369958008671533,9.51305230894494
43.300280176795745,0.8401559207264286,1.0024652616559422,1.7502133248462557,9.692862996357064,7.405998919210629
40.87167252579655,0.820106398500103,0.9088341048160304,1.5626894282819506,10.105623283466448,7.506276023363264
34.54815158617145,0.5945566010777731,0.7363554721253929,1.169618471475939,12.128212199936636,10.511049378238718
34.6567787283687,0.6308744000405696,0.6563986996493687,1.0908068815738645,12.919483194334374,10.555711748259252
