rho_m2m1,rho_m3m1,rho_km1,rho_am1,rho_bm1,rho_em1,rho_gm1,rho_m3m2,rho_km2,rho_am2,rho_bm2,rho_em2,rho_gm2,rho_km3,rho_am3,rho_bm3,rho_em3,rho_gm3,rho_ak,rho_bk,rho_ek,rho_gk,rho_ba,rho_ea,rho_ga,rho_eb,rho_gb,rho_ge
0.01449467359572615,0.004726632013304112,-0.44497217396279753,0.05068438504860911,-0.14482612246111687,-0.051835978447369195,-0.5651516101743908,0.061377185975379354,0.12772152673978512,0.07948454764618182,0.04093760609824638,0.7555869537656953,-0.6918955685678179,0.006599247036137989,-0.005053455788179491,-0.008564427487102145,0.07077644546618256,-0.04507833087879512,-0.029765199910981782,0.16917305188851364,0.2549934269442873,-0.03589184732390862,0.054475127845231654,0.08146522035303502,-0.3677475036179965,-0.07230091636959249,0.10519447605350885,-0.6514212132639492
0.01637375756659109,0.0023394511572294267,-0.446481914915949,0.050964749004765116,-0.1409313108669109,-0.0516699095292477,-0.5613139412378402,0.0032500189450926,0.11952824157951007,0.07065882175766061,0.03352523860520529,0.7655372403568123,-0.6983554174078005,-0.00040930291658785277,0.00028211649979904146,0.001175859290798839,0.0022197564562264783,-0.0024510011650745824,-0.031062297104810614,0.16474769881620427,0.24707670446196472,-0.03111209432586349,0.0561266488101977,0.07173409875558086,-0.3598658275582663,-0.07932901835873764,0.10798942899377603,-0.6574435266650052
0.0001573874306915245,0.0324423569168258,-0.44594860909115186,0.051772302863716,-0.14251507276718475,-0.055551480720626836,-0.5512890526799521,-0.04298306653661033,0.13297851268440095,0.07321493133549366,0.03379776950111775,0.767029794425678,-0.6987641169629051,-0.012723038579831501,0.0008700893139491643,-0.0015862994564959107,-0.026837112836934754,0.01875035950348261,-0.03105630843016956,0.1677756784906308,0.2542863439758984,-0.03940942076471791,0.0562989450401842,0.0745532814105551,-0.36113088250651015,-0.077728774867685,0.10699870117500421,-0.6613917928898785
0.019040531669448302,-0.006933004552451493,-0.44221097115608166,0.05001225491625858,-0.14759208230046786,-0.05037653328071324,-0.5663414909527756,0.014511181078492877,0.14357388944272884,0.06218871598802913,0.01575487721600112,0.7649387949487241,-0.6954588246026637,0.007730236696846362,-0.0025404230789208182,-0.004015328524631663,0.004306885869970706,-0.0031826034408736137,-0.02479269884662477,0.17743905525506792,0.2651347172833515,-0.04784438543965222,0.04930490724742459,0.06565782306638852,-0.35630348734536876,-0.0919674767705796,0.12229451194918182,-0.6532210928661948
-0.0015455131052226432,-0.8131831079448246,-0.4680344495522592,0.10972258853935861,-0.05437010449501021,0.5874543747483156,-0.888961414866178,0.0031197468670936487,0.00017784070894695511,0.0025227635479880776,-0.002085662529449568,-0.0025547449338745175,-0.0007264971918452629,0.26648967740368423,-0.10148912630524987,-0.032417428185175,-0.7642011707792249,0.6969090795132405,-0.06029223753647661,0.14545548552049392,-0.055241444069546876,0.2348193557817067,0.07297237442228259,0.09828062099521995,-0.3769303721717553,-0.08306838552129167,0.1024470618030326,-0.6586723140005696
0.03957547559272142,0.008277517578078535,-0.4423916617834496,0.05503484183866894,-0.1455491137219543,-0.03564726700157724,-0.5733857216798345,-0.04259970717701795,0.12256259182644705,0.058245857060303906,0.06857093103155655,0.7685863931498703,-0.7030250618432116,-0.007893896973347872,0.00032839903028071717,-0.007670649102479577,-0.027395684227785017,0.02539911861890838,-0.03419340372076752,0.17328658551595738,0.2498366796375149,-0.03557588075972028,0.05428416530311493,0.06249008348748224,-0.34999804432567067,-0.05132190848028638,0.08222155021635445,-0.6614485051778459
0.03348241308801516,0.019686771165006618,-0.4427170742595253,0.053107102671913035,-0.14287699003260518,-0.04104989103957146,-0.5686054228077085,-0.03423104370005229,0.12247580346506587,0.0750492217813726,0.03210539269914566,0.7714047815036689,-0.7042056137022538,-0.006417214773143597,0.00023347763331658087,-0.0007434200046614805,-0.0037512937892115817,0.0037374882467036217,-0.031208040835399346,0.16749766780273495,0.25016610734177286,-0.035753196722811964,0.05616881378724327,0.0746052899479199,-0.36159650513092206,-0.07858984791633972,0.10794931418696259,-0.6608007936856545
0.0026320728368584363,0.02243960190503294,-0.4446862530070967,0.05026274151823218,-0.14273607948065728,-0.05143967616253492,-0.5587897696733951,-0.007888258089217814,0.1294608213110206,0.07256620314181476,0.02795750957512145,0.7547849718171473,-0.6916228501125538,-0.01132198050190329,-8.278494070600318e-05,0.0034018858373715726,0.01368794163481278,-0.007653304393872195,-0.028866337506622063,0.16696384994533722,0.25112114562631116,-0.037187202661432564,0.055035355997460095,0.07373416591886386,-0.362074254347189,-0.0832534198813633,0.11219308297520159,-0.6542989711040099
0.007517085489914756,0.0067545587215430795,-0.4459765650813907,0.0513542973925205,-0.14403354091063128,-0.05670888054946864,-0.5574531499280576,-0.005171529483634441,0.14739291829544637,0.07125795584888964,0.029102458295131493,0.7633152734705639,-0.6979088707213096,-0.0027959753499542353,0.0001412511241719709,-0.0001907970005443878,-0.0013946307730933643,0.0010247943934578556,-0.02632637043922895,0.17319835429686822,0.26846544058492394,-0.04559696202463376,0.055090451515721,0.07287069469645942,-0.36176559086822163,-0.08272242354508952,0.11021840674461443,-0.6572524145616104
0.013706105762777455,0.0029782699050924233,-0.443775071669276,0.051876791285340285,-0.14284169405065558,-0.05096683663101356,-0.5600340827728707,-0.012640675124937625,0.13162931686365764,0.07342982945851678,0.033495274871267404,0.7651227514482785,-0.6978078530223032,-0.004451802665348205,-0.0005257980038607758,-0.00023700516968804507,-0.007282992425512027,0.006949117566828114,-0.029793079566977312,0.16717840502151748,0.25585218439076785,-0.041971567599153686,0.0559053454567146,0.07400209667738077,-0.36181908864446716,-0.07862323271076119,0.10761166402996754,-0.6587431225591294
