0_channel,1_channel,2_channel,3_channel,4_channel,5_channel,6_channel,7_channel,8_channel,9_channel,10_channel,11_channel,12_channel,13_channel,14_channel,15_channel,16_channel,17_channel,18_channel,19_channel,20_channel,21_channel,22_channel,23_channel,24_channel,25_channel,26_channel,27_channel
0.0,0.0,14.465220815052438,7.729358621151597,31.760392509367374,37.23047151085562,0.0,15.096446065328687,9.989301312395611,0.0,0.0,0.0,0.0,0.9908353011378718,0.08550160818090297,0.0,0.0,0.0,3.1044670240197747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,8.417859714269985,5.4266482382263925,18.627401947644362,25.92217311907122,0.0,11.328929882980205,8.200876378311348,0.0,0.0,0.0,0.0,0.6269674534018602,0.0964740311535593,0.0,0.0,0.0,2.6159526613191395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,4.038933474960275,2.0489943713798793,8.842994983010668,10.024240052490724,0.0,3.9684764211330252,2.547614643002087,0.0,0.0,0.0,0.0,0.26792059917114475,0.018294351843344197,0.0,0.0,0.0,0.7685927760933978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,13.493678580270856,7.420397774781849,29.678294645019196,35.053606625683,0.0,14.239786538334997,9.310973402173166,0.0,0.0,0.0,0.0,0.9233805221090128,0.0783752466148054,0.0,0.0,0.0,2.8856208447940754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,7.951198604125822,5.238545209612092,17.685512596481566,25.100943703936125,0.0,10.835855222148364,7.962739229379203,0.0,0.0,0.0,0.0,0.5972002227256508,0.09967716523150726,0.0,0.0,0.0,2.5418298486853748,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,11.196314424503566,5.732751255599353,24.661753915911422,28.493310760070283,0.0,11.166565845065094,6.978530372960101,0.0,0.0,0.0,0.0,0.7464637651211854,0.051696567014674594,0.0,0.0,0.0,2.180291938108705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,17.278610581967207,9.64657353439022,37.89624738862768,46.57208100621402,0.0,19.084536357759493,12.72357767838954,0.0,0.0,0.0,0.0,1.1973816005692623,0.1131542501588346,0.0,0.0,0.0,3.917485775628827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,6.766377084852302,3.8635369050793544,15.03905791556542,18.610603542228876,0.0,7.651568341926268,5.25993570354852,0.0,0.0,0.0,0.0,0.47746892342703645,0.05093709496483683,0.0,0.0,0.0,1.658613020618644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,14.327356321734129,7.475534174721106,31.55544566991192,36.278832630848335,0.0,14.34229333185674,9.28613870886125,0.0,0.0,0.0,0.0,0.9637573669320963,0.07201649379098089,0.0,0.0,0.0,2.829497133643233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,7.016710586955358,3.6746710476966538,15.388437286622151,17.506681006512018,0.0,6.963258448628019,4.416776547110464,0.0,0.0,0.0,0.0,0.46610404535710803,0.03307602425850199,0.0,0.0,0.0,1.3569266375484712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
