0_channel,1_channel,2_channel,3_channel,4_channel,5_channel,6_channel,7_channel,8_channel,9_channel,10_channel,11_channel,12_channel,13_channel
55.50639730738252,38.96625270414585,40.420591405912475,66.49711200921976,145.90529372966955,0.0,17.241687442310067,25.245841083160464,0.0,0.0,0.0,0.0,0.0,0.0
38.61205005166055,26.78436148913487,27.20610678737563,44.30393469846291,118.39135777799498,0.0,11.770672901585911,17.286753590905104,0.0,0.0,0.0,0.0,0.0,0.0
41.921872430463694,29.14593932494034,30.881193731945167,51.12657341563927,92.83435689179383,0.0,13.17274868141997,19.13914156560123,0.0,0.0,0.0,0.0,0.0,0.0
22.73546218331142,15.511073830283628,15.855397045565212,25.95714485648458,60.26690535495213,0.0,6.902171155662407,10.022120491548028,0.0,0.0,0.0,0.0,0.0,0.0
37.77922194337653,26.478440481912656,27.8839766590854,46.26030331054324,84.77089857684604,0.0,11.898436188155035,17.322007218851823,0.0,0.0,0.0,0.0,0.0,0.0
15.412398929159304,10.667656175898376,11.079881490673952,18.29200165892673,32.94985325826736,0.0,4.728870142516421,6.892568255757114,0.0,0.0,0.0,0.0,0.0,0.0
17.123485707288683,12.16964234298468,13.172924867237708,22.18091832919761,13.055453308508122,0.0,5.483008786370285,7.911715333610216,0.0,0.0,0.0,0.0,0.0,0.0
42.82273889903741,30.226395078559168,32.63815658436873,54.49796268909683,58.397089123232696,0.0,13.715730637370747,19.79838839622379,0.0,0.0,0.0,0.0,0.0,0.0
14.106446254760229,9.62980009899919,9.743746651510833,15.65421189122431,49.21176292560582,0.0,4.226776633040998,6.19535172128261,0.0,0.0,0.0,0.0,0.0,0.0
27.34903011462191,19.426069114187456,20.711675826875307,34.1231973924214,65.51229976910611,0.0,8.720893490923695,12.798438610120556,0.0,0.0,0.0,0.0,0.0,0.0
50.944977868682635,35.056308709130676,33.81469462666401,53.240837465998396,203.75419044586582,0.0,15.090215044100631,21.94413507214165,0.0,0.0,0.0,0.0,0.0,0.0
30.700626069399654,21.75374142946894,23.35641886287866,38.86694670690071,47.71795722918028,0.0,9.748842898409979,14.198047615205525,0.0,0.0,0.0,0.0,0.0,0.0
53.104770980524265,36.21067453469999,36.634406007355,58.599958751441854,192.41943499029838,0.0,15.919726429627964,23.288683691030375,0.0,0.0,0.0,0.0,0.0,0.0
15.085255290768709,10.681250552666118,11.330524015366368,18.815242167255324,30.100576735893114,0.0,4.801253296084442,6.9942452767737775,0.0,0.0,0.0,0.0,0.0,0.0
35.206324011420186,24.842923945089517,26.58656264460517,44.586445731033024,55.483289455865766,0.0,11.16640681877365,16.275082033868152,0.0,0.0,0.0,0.0,0.0,0.0
23.699282724683375,16.80095226126561,17.81122197017887,29.63426653382289,48.8115138966894,0.0,7.572444204646489,10.99720949362294,0.0,0.0,0.0,0.0,0.0,0.0
42.038907898265464,28.860744566091345,27.683682345924684,42.56883917127257,184.71813407357502,0.0,12.453196877476628,18.052100135931536,0.0,0.0,0.0,0.0,0.0,0.0
