0_state,1_state,2_state,3_state,4_state,5_state,6_state,7_state
2.5207614590290953e-05,251.08401515973418,253.43362483664663,556.296899187065,111.68510179357786,1038.2248283463125,462.86498836173143,1073.4879414987422
0.00011765949298858854,248.6958605034077,252.84313281982315,533.6393807564356,102.66234825391261,1007.6505425991173,452.3979905772123,1049.9889985414347
6.785309040042213e-07,242.05222425229795,247.80099148343544,544.6150920479267,112.5403802093346,1014.0718837160975,457.445150681312,1030.6539016346362
0.0,251.00312933045345,251.3165470386196,571.956795244981,114.86234233230488,1026.8534083452093,470.1480777831384,1008.7765344750826
8.337365032113452e-06,246.0483219063269,254.80576098053584,538.7005051185913,111.75319549474065,1026.6835470899837,458.28620491282174,1046.1145866001223
0.0,264.2504508927644,271.60236737103526,600.2349939660113,121.15179275611585,1111.2689261372714,496.9162458462674,1152.514815252471
0.0007362340980427004,277.0631000433406,273.28574692429146,567.2866951080732,111.05024047940626,1122.313595664189,489.1574033988996,1148.6197706674975
9.114498970113494e-07,232.18473763278644,232.4073634854709,522.1819990451994,101.96004270103889,929.34875023836,429.34431762544455,982.3369848915936
2.1604891788996483e-06,241.03963413695618,246.5733175749895,553.3539222544287,103.89517338298434,990.1555726728275,463.4859806506776,1042.038033572579
0.0,254.15702359051184,264.16560545743016,576.3580780538374,113.59101459171475,1042.8943971331869,482.38292083663384,996.4184053144054
2.903471825173495e-05,233.92697478848274,235.90693802660226,532.0859697248817,104.50018296332512,946.416950022012,437.4920375780541,958.1122599962385
2.925561747135891e-05,253.03004226259657,258.21733664264246,556.4897538719805,104.29936696812653,1032.2542082959199,483.7711452322595,1035.7904197603275
0.0,216.27537200835644,217.43968831401725,512.5603567195676,101.06756753479016,860.2797323778664,417.4660932025131,841.148981117731
0.00020143036054329252,246.35452806388892,248.23399754789963,534.7146044994207,104.56829987428719,1016.9062312022545,459.2591017792219,995.0367794728935
7.352047340030229e-05,259.47066249083116,261.4669944841347,560.7738897618906,107.96882331043558,1050.662593055136,473.22433873393214,1024.7906474080867
0.0,247.092544203456,243.74816091037005,544.7166216155214,100.22054611629574,989.3241435973512,464.6705527657866,1027.6098246241036
1.9521045511577676e-14,258.55699901308225,260.0140128168835,574.6257400198399,111.30012234660448,1052.1599431964314,483.1666374617795,1040.4929840200707
0.0001839847796233654,260.8848751242763,259.9251746326416,559.0845142870683,113.15401658560768,1068.0426560839862,465.0480011391628,1055.1807487328304
0.0,248.25220107662665,249.6313192396562,556.8432304653604,112.34726015834151,994.4669118921541,475.32935789389086,1017.4247815151832
0.0,248.957077545312,248.02329301243125,549.5680350042131,102.9142538323137,981.3848531614672,458.58106375852776,1015.6000002472592
0.00021030969320460192,266.45695530782376,265.81509954286395,571.4532658729378,111.0420038010806,1083.6551414495884,469.1758576951368,1110.3357285321317
0.0015880878499113173,231.42056915586997,234.57063731460525,491.7093786584911,105.71460426787449,942.347853350126,420.1775350894593,958.3472600726011
0.0,245.51938549607652,246.7970473843046,554.194564125125,112.8218760354018,1014.0566142476247,459.9439383104853,959.6946705171805
4.999240992222295e-05,257.296115154861,261.0213769377141,569.811057583705,110.75729824557835,1064.8232330721953,484.18077765738474,1053.3559571487622
4.771913458028104e-06,248.33550670826472,248.53572518213977,563.660792142368,112.21064812280449,1003.8145539311963,459.81904434952355,972.0993495229102
0.0,240.54626599392202,242.526571946405,555.6808761685583,113.77745540761899,988.6187742974361,459.3394879525121,990.832131635251
1.949982718705693e-07,262.7305915781974,265.11825387061606,556.3079659274599,113.92929227160842,1069.0434542984724,480.1782067776538,1122.0480552882939
0.0,246.93375652837793,248.75080234068517,548.894283753109,111.10563533320308,999.8779965264984,463.92775445057356,1030.7878762094476
3.365334626612492e-05,241.16313386363646,242.9917397569482,543.2488976051403,104.62324509867173,983.8287710105951,444.99864206723294,999.3468630197832
0.0002537400550051538,253.63902156508806,253.01059631040545,541.4486281912995,106.07871927143842,1007.2288431496705,472.35585008396794,1030.692044105564
0.0,213.04643742358064,214.5489749469487,504.064842583546,100.45998346752454,870.8909914425232,413.79475988092827,873.602421870235
0.0,271.6283747450556,270.15329552925795,592.9992955834841,113.2163855468558,1106.2919981608975,499.2256626380293,1150.2829878517375
0.00022282467738461042,244.67086997340166,252.0967278140433,532.2427242816373,108.46816709699218,1021.467750171978,451.2632731753668,1034.7971032582725
4.901364581361775e-06,249.74582574518757,240.17317130577982,551.9759111154215,111.5467044663492,997.5837560657477,457.33150854011694,992.5352147329065
0.00010065416745705227,236.34940523986515,238.92570823269133,539.440554825403,104.15945738141599,971.1774179686948,449.71653642992703,978.1696403375418
0.0,258.6464493278031,258.0748494283692,579.1704807103696,105.17721483753161,1060.9540976148617,484.44016276184385,1090.6027129369052
7.663641819363845e-06,258.5846704094975,260.74673596827387,577.5821797320169,117.06749642425191,1066.620216253237,492.2995798974139,1115.6868834319828
0.0001266579860260042,217.73254440808591,221.55734403180162,501.78508755973917,99.48809521921973,897.2642930000509,415.23256151296556,864.2382232213685
5.191454727191348e-07,242.10903295414977,243.37784853593206,544.8086620756416,106.67049755072082,996.9749026476859,456.09966805432464,1056.3740903250962
0.000552008769826174,252.37160515186955,259.2915612520221,550.939099080924,103.55824780464566,1031.0920162387174,471.4419241865835,1076.4526591354174
0.0,237.3768392327076,236.5723286325443,523.1477873086701,102.99505136964181,956.9267580074744,443.40572899980793,973.5381378613836
4.441443098801661e-05,237.65543742451717,243.03600001137494,535.0721835021476,102.44329882825664,972.725869125144,451.46574491685715,1002.9256194616904
0.0,230.93291478373482,233.32235110902718,542.6348044598935,108.3623794502714,926.5417128489445,437.5159224725663,916.930778765494
1.2934220153126525e-05,238.67198033845844,244.84789039215465,546.6924791621758,106.049117066887,996.0805465322524,454.05537956108645,1037.9430399710761
4.165406359722302e-05,266.9406436681906,266.1247910888465,576.0837375883251,111.04689221724404,1076.2488538600546,485.7453410295722,1083.2991526353067
0.00011276968249187893,233.89743403998168,243.3701277568423,536.5350729987363,103.0883746933516,990.0848235884864,450.58402846146265,1018.0156764714968
1.6461295106708453e-05,270.1113479761294,268.83014408269906,574.1952268212876,112.88840041634406,1099.854125979963,495.2810655167181,1103.719608783248
0.0,260.62373126117456,255.47039602695068,554.5512804545738,109.67549574611256,1066.6816627912385,480.16485773906123,1033.65391715131
9.421535141340066e-05,276.9376062748039,280.0977450745443,586.6033469047184,114.63814861540918,1105.33648719431,502.13587172217484,1125.85980791658
4.415568765615347e-06,254.85961631221335,258.41936720673345,562.0753206196156,110.51809346699761,1038.5834506475037,477.6324061344712,1052.0006204675067
0.0,248.98337419581483,252.89659626673716,542.2044409204892,102.72715085126222,1000.471504106258,463.780195400576,1038.5206668766436
1.4208803777080188e-05,265.657473279148,272.04910560450423,570.8423304623627,118.8541498861573,1088.6417662077984,488.5355911707346,1110.8440187006718
1.1881017742803404e-07,257.7527079642953,259.591339468249,572.0967986040122,112.65603937283872,1081.4884354743112,482.6674691686105,1071.9786082490375
0.000526776112897744,254.8609916130284,260.27867745064304,542.6680287378282,106.62279052147527,1039.589116174554,464.4761294467507,1112.067743996282
0.0,254.94604262203697,254.57466522430056,581.1815682713526,103.83497805743781,1023.0199672140312,476.52606184393494,1029.6138749522363
1.963851642319665e-05,244.6365161492434,250.1353444074115,532.5189121065146,106.33537470877386,974.8697084992131,452.9000276857399,1006.7111369057409
0.00042365847679289395,234.48821696874273,234.34048942508042,528.678100233619,104.7377547137353,939.389499461338,436.0042739409284,1027.802299521245
1.6609732707010802e-07,233.36370755019453,227.80924272767896,507.98801954006024,99.79289031577635,907.4810464617761,433.525969259372,896.412285481318
0.0,246.69363983326278,256.35899297822056,569.0922275990573,110.5849922835769,1024.3568672462093,479.3333536530466,1046.2118226564455
2.940643629147246e-07,230.74955229460832,235.9624596587857,527.2321983643463,103.46340916953021,927.2301276536315,434.382882469798,951.0264214198335
0.0,236.36137688001406,244.66319561284442,558.1016961715826,107.6171514871658,951.4551509358157,456.7788618732265,988.541668065687
0.0,254.255450632816,253.00039015390416,558.0779542665387,107.23067791187698,1014.8986900848739,460.22630888521905,1042.8040632874258
0.0,259.6326782553589,262.2844728987662,559.9262595050569,104.65311673140253,1048.929244599669,479.1002377902871,1075.6044196017606
0.0,230.81747079644123,232.84421966768065,532.9684626414698,100.88334529875564,937.1714578574257,445.45352457921865,955.3519889792254
0.0005634812959637043,247.00029560240822,258.67414376322324,541.1605839956018,108.32626106523092,1028.352768696335,468.1785062266467,1089.4919928458714
2.086844358329423e-05,250.12653097047937,250.49398605962122,540.5376681361366,99.03064320115706,1033.8372033215658,460.6509422805367,1056.5070476652359
0.0,262.2286783031112,265.4175691131232,583.057264600042,114.49024706237154,1082.8657538355897,493.88453720520096,1082.1463641465316
2.5426304175529644e-07,240.91809480069946,247.60782972002747,541.0541392021884,108.10352956123964,974.3072050123803,455.6551073794599,1006.7122564716888
4.312546681723876e-06,254.2724574349861,258.9676857972844,573.5661556167852,117.26867688039974,1050.1590277728355,476.7493510623367,1044.0104109878628
0.0,250.48558817718387,249.32077055715425,546.2956789757277,100.35099248395468,997.9158062350401,466.09941674384686,1054.826059239487
0.0,249.94362409205365,254.29903938437542,572.1628045589129,114.56720453213315,1058.279914015072,479.3000175912198,1084.754688535959
0.0,258.54653519807476,257.8039483090111,565.1885387721202,103.02665456767974,1041.6735560660948,477.93619088531534,1054.6866027943815
2.9804469284245772e-06,252.99652440470717,259.2416830611052,560.2293467903914,113.32438923639795,1044.9339980481268,471.23889745489754,1041.1893443274741
