0_state,1_state,2_state,3_state,4_state,5_state,6_state,7_state,8_state
23.799826221924103,52.074712602041494,207.64567510773946,58.45861972388701,374.48683063169057,230.9196261833689,393.14369792031545,716.7906033548835,704.1515235849133
26.95075248783148,61.834491228943286,205.4329001675911,57.6174265354546,373.563887290908,227.11378081582666,412.93619410408746,699.9738908752485,699.8327124542413
31.729636103501274,62.9289945355141,231.96950401911297,66.8584579544873,414.81786955455055,237.83888792818252,438.98770632059234,757.2501392096021,746.6575875789586
41.6927905038376,66.14399895303166,217.1758106166177,65.20351884821308,396.04975800166807,224.19774657518371,435.4912314227363,743.5153158591991,713.254462358613
25.556480564595272,63.55865655926791,211.52445236320827,61.86293595077182,368.8230693017691,218.76553997252984,415.2691558554793,705.9778227762046,696.3150839609767
30.911545895833783,81.546928259987,204.58914254927572,70.65027430454884,374.46128339089927,236.2443298821475,392.4949442009893,687.6182067019361,693.2290755180878
39.44958397232866,66.05275777537133,228.48149672377215,61.95000988622306,423.9268106641702,235.90133713745468,410.32146650410635,760.2918035214824,765.4181273069379
37.46415622399234,59.60212030508667,216.2629421443014,67.90437019330385,407.40455989102713,250.3230210825496,422.4104550010966,718.5918692977375,739.5539941664586
34.983963623707794,62.39894420587988,208.39860821688092,65.41797374631959,374.2304399702376,232.47467922073864,380.87506402538065,683.0707410880148,701.9512724136346
29.676724776771902,62.302317383369896,227.42417325201097,62.73264859798929,401.53740186733995,248.32907183061997,437.2405516959551,757.9347004186667,760.2301388717557
43.448994875426536,41.43911631027959,215.33924472455803,61.00069068046852,403.58162531979974,236.1777585029731,426.2567887424502,756.5154937474705,721.0153693137875
48.93567749141636,77.3942461534197,219.49167362250478,60.45359454788768,423.14935877009253,245.12692412600535,456.4574119475237,745.610041140585,724.399083629419
29.35192485368353,72.54130399609852,206.95557755863422,62.58331459483688,378.5267836719864,232.8468943546006,412.7856863157016,704.2485573407922,692.0848978683026
20.024966199284943,77.52154065660683,218.13990308831126,61.736272970808486,379.0260683946636,229.3224999661844,412.58002238762333,692.1281061138209,698.5918647294707
43.277289236048155,64.06692706927926,200.6699317290118,61.59620884518937,362.0207871629777,238.03654291627126,364.98375881011134,692.6222830096782,696.0053502380392
31.061715249908154,57.73219782398293,208.62147463965962,61.046656465320325,380.2761012718551,224.38032794558913,392.30198988676784,712.2994546618288,699.4308179194018
37.71501349116814,56.55471438266702,219.7014761112224,60.11371884343704,395.2333992170191,252.5153211956367,447.667348110186,737.7753297982301,735.813833443564
36.267368108681694,61.3876839820779,216.63302661739303,65.4093117596981,371.0263165630871,249.24943473611057,405.44561185237336,728.9700595871066,738.7293964745623
38.16044277720421,76.91859256301963,214.21730151341416,60.6394013055017,405.69209054592966,227.50202757903224,422.1275648198755,683.5140923250791,711.1917620384086
43.565559255112426,50.77429793475838,212.32032427035927,59.07762147837879,401.96880194803606,240.2304568507543,401.8139118465647,689.3978178609987,692.3759740270257
34.17617216032274,38.06100417901628,200.25663311904412,60.03153320231418,373.28089651608565,228.87735780048664,354.75727689792626,659.7709528689812,648.5674269191928
23.802992063611622,67.02021736179704,211.34526594442613,61.637771855572325,391.88099231787004,241.6606597172717,420.00095038794245,710.6800467559754,700.2848401547941
23.825463530677666,52.2171856875798,218.06117313453592,66.79031454063532,391.82370738723733,234.0556381074167,407.75593973320315,739.064382730785,753.3198244813002
36.8094081038075,54.902792097056285,213.43710673663196,63.256270230251864,371.92897791460416,243.9199375850739,394.77655166395317,720.2233190176498,719.8042805198809
37.84092918010366,66.08820404131019,209.81747632460318,64.62746281201561,377.0055741533408,217.3311219516379,393.92229874304047,690.7736214549831,665.631659253665
