0_state,1_state,2_state,3_state,4_state,5_state,6_state,7_state,8_state
142.23694747334028,212.79716028099645,704.8846320495658,169.12954551539477,1666.83867038093,779.9654676277625,1754.8757505010694,843.5532254625239,831.1425105257172
123.76497340735939,208.20927786437036,786.2624904307617,186.40802829884709,1862.7752172351366,818.8455790353925,1999.8876113372598,953.9685547695366,978.7109585607842
162.25750678871367,189.1776859815094,732.2743995497276,178.77821909979534,1758.2980387610107,794.7216336500686,1843.1270883082757,879.6103763274324,908.1856536020184
125.36498297841614,198.12395215360544,722.4585962007254,167.1563096550593,1656.376920327767,737.36044513851,1675.809843700575,851.1862692485271,874.2923552472639
172.41641290849694,213.15909687532374,666.0708129958321,176.49714222768267,1738.4456306657576,765.0695166406505,1597.8403551302795,895.1391184466231,892.6636284528499
201.99987542771112,282.8781534428138,668.5445351964513,162.4294993555056,1735.076937074431,730.8888418450815,1824.0081047429435,831.4484320464891,833.5909477453449
185.0068980154155,237.03375848019152,682.9668014840347,167.81413480184327,1737.083773683063,779.8619056849864,1809.9908314346344,877.5826291272641,889.9943295348896
161.32081314270476,222.78015989857985,706.4144771043028,182.789788751435,1872.3484629946781,771.0252668948125,1845.5820258547005,889.789137971479,885.1827296597356
106.50610833878497,173.1197804214143,754.4699445383081,179.08943137100746,1716.3536983680626,780.6520076963984,1885.1575149289718,928.0463659687597,942.307409814081
162.89525212305807,219.78741027707719,717.7040851051407,171.1466494291815,1788.8437382092648,774.4519944995593,1793.1395947839096,916.738383375679,921.7276041800355
113.17893272642905,213.8843757375544,703.0390350311458,169.58924960210214,1642.8576443366687,783.6969532984198,1708.7225818990762,877.8259290271219,862.208736790726
185.58679373766284,252.80521184532958,728.2649272838416,175.31454781257762,1885.6418513949377,802.5178266844258,1990.2947872807495,918.9958918719313,975.9208718112093
190.3165521897686,215.91706919245877,703.7958291680358,174.69137454122878,1947.4722025989172,802.1160729249647,1930.253509086799,930.7603333444677,955.2769262979774
142.98553085982527,217.88971747755224,719.4690645418943,148.32638297865083,1625.2604220699666,743.582135156257,1788.3359464707728,858.9404776247862,854.6993009790892
147.2471016270577,172.01691391880988,718.1206098335581,184.92318995073813,1748.7810073120493,760.9481718837485,1914.281997507303,868.5583839321287,883.8883562928344
165.99794421686238,203.56704986965752,734.9051089593058,194.64135552647735,1853.213612538107,795.1156668082066,1878.8263808184715,918.3342320401075,940.9688813776227
132.6312190633043,169.751945967047,753.1255395723192,192.3278328731331,1964.9386622921882,839.8268555297144,1941.5207490731912,997.9400668298097,972.9821142864525
144.76976070425306,165.3896176968243,688.9816364208757,164.9844346574622,1726.977934505126,745.6538071356657,1797.1868525066552,872.5800876589792,870.4271574563535
171.19235905424742,243.30592190399375,764.8708532605904,189.08931755154293,1974.101654359305,818.2781848156109,2114.3022719568166,969.5291975770937,982.4623115877295
150.9329340155092,230.4563376416194,722.587335430369,168.67280630855862,1790.5452007442755,780.2892138854703,1913.2972916366562,907.2117177937024,898.2920570541276
143.86163460680194,193.44618478406028,687.7455119653838,166.253609770495,1634.50219387244,755.2941487652914,1683.0329909740494,857.4803461414306,881.6796154659542
108.66840712034228,189.82711650443983,689.2094275055966,169.52994961219605,1698.7791586464457,771.6421210318855,1757.8995715710432,865.0123103651686,854.068566673962
128.78476971627725,219.96532223081854,725.3717367380575,177.75791678927303,1664.05771709578,758.9981327441759,1822.3123491176782,866.5528131760186,859.0204774920163
140.95460135287877,235.69603255868037,680.5306700326034,167.21047896685613,1670.0118971796517,772.0945173183047,1702.0146997906547,839.0505766124102,856.9344305083893
169.73832384048896,235.6685215580445,675.5379828490436,170.62378784022354,1710.9020940505416,741.4348729557155,1680.2660367505773,861.7154783393426,874.4700407414142
138.46992623657948,220.38260391102514,721.952873371917,164.9729603555421,1600.124170352853,778.7835359105585,1747.072929927053,823.1478594544824,841.3145651806842
137.25187878045153,235.6895614717936,693.7028844301709,166.70675767931775,1725.3678168599936,786.2599471041187,1835.2682658502158,860.2111049972912,849.495898341443
134.84011446756185,202.0837388319159,677.9965918419282,161.84917359836598,1605.8409727336261,754.1432283146962,1765.0839824532247,844.5575848199175,844.4898927800166
152.17953453350015,184.47128151421967,720.1011353221292,174.67882704277147,1750.5811982782343,768.9590142575391,1803.0604401039818,883.4503054950177,874.0596004623649
