0_channel,1_channel,2_channel,3_channel,4_channel,5_channel,6_channel,7_channel,8_channel,9_channel,10_channel,11_channel,12_channel,13_channel,14_channel,15_channel,16_channel,17_channel,18_channel,19_channel,20_channel,21_channel,22_channel,23_channel,24_channel,25_channel,26_channel,27_channel
31.427059427696793,36.4724045896088,29.170627453855406,0.8699147087215686,57.38004048950583,3.674321468365917,2.1549321278353464,0.6058596685576676,0.0,0.0,0.0,0.0,0.0,0.5211271223072281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19.7131350863431,22.702017573052835,17.961082012500174,0.5197479055665671,35.55433401465197,2.2052961888837377,1.3004644839602457,0.23146081246758232,0.0,0.0,0.0,0.0,0.0,0.2711764004669976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24.766451901082466,28.67790408608098,22.671433056245668,0.663003061408397,44.80280542763088,2.8163029782426943,1.6413808235180096,0.28160593068663553,0.0,0.0,0.0,0.0,0.0,0.3310628318043934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19.516568365904362,22.384756205275302,18.106833913132448,0.5578984045382268,36.352681838884386,2.3969723741624493,1.3790255074682087,0.6004723303279444,0.0,0.0,0.0,0.0,0.0,0.42031444778672644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19.549719075617798,22.39022761254352,18.11965237516648,0.5661280003818944,35.91685519502385,2.387158427188268,1.375798771223218,0.5405443533904235,0.0,0.0,0.0,0.0,0.0,0.40165340860550064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19.97175805546877,23.067819729400764,18.370826264455133,0.5479144938794436,35.956757157029095,2.3262453222126336,1.377402470686812,0.43678260563386495,0.0,0.0,0.0,0.0,0.0,0.35253490843902463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22.068856401917767,25.31910428040498,19.563369440602138,0.5294125300649904,36.63229755553573,2.18396052208045,1.3305389766581739,0.0,0.0,0.0,0.0,0.0,0.0,0.14289173987797404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26.368050375926735,30.31067510697476,24.143433128011903,0.6936649325892387,46.76466705047182,2.9444042407549826,1.7672008640019614,0.36068195124315944,0.0,0.0,0.0,0.0,0.0,0.3757721316907504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22.903734023719394,26.539815681013504,20.849629138987936,0.5894045361395812,39.72786850886082,2.344592917573374,1.4709689499547487,0.06567129406547989,0.0,0.0,0.0,0.0,0.0,0.22421580409177025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22.360398354815576,25.807954254377282,20.480515877258302,0.5949735411727404,39.98532605002553,2.4799818771180586,1.4860916620041669,0.3167292260820183,0.0,0.0,0.0,0.0,0.0,0.31601116991995704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22.9411181547305,26.38288734969919,20.680217768542878,0.5719395487967311,38.09060240778562,2.333255475638236,1.4474396578127653,0.08043805360710495,0.0,0.0,0.0,0.0,0.0,0.22027209511727758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21.047979497613223,24.439439426747416,19.039333144743047,0.5133635251866476,36.40370538048409,2.126266415480612,1.306282977401105,0.0,0.0,0.0,0.0,0.0,0.0,0.14366236154511947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21.22020974724941,24.5532519663367,19.252796400980245,0.5338161761485948,36.68317231044298,2.2118193903320194,1.3287109339027692,0.0878368170373496,0.0,0.0,0.0,0.0,0.0,0.19336559700139005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14.09518189620388,16.265360714905526,12.795698095128392,0.3703161016749096,24.868798037459413,1.5100220576138401,0.915533408700419,0.15436014901679654,0.0,0.0,0.0,0.0,0.0,0.1734202310856343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16.227576402085454,18.48116130623785,14.919348517549636,0.4612462205131978,29.756849846317404,1.8971500779379062,1.1220851909477843,0.4307445800801282,0.0,0.0,0.0,0.0,0.0,0.313337196225208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
