0_channel,1_channel
13.113423004472823,4.182888377744101
11.250583183515767,4.216063367044067
13.029030886097042,4.3284566474175135
12.291863083812308,4.037055756866367
10.490489331121356,4.448652681967661
12.81795421422376,4.399571834604628
12.818591501147786,5.120815744827226
10.860362570230594,4.744416411198017
13.443955003969323,5.953119132636358
13.42426117887939,5.554796861542223
11.647019581694837,4.467821521464793
12.020290332075376,4.598630215144753
14.472517204677601,5.90153948023795
12.829436327580655,4.8304751845805765
13.240372679215886,4.487976843069357
11.760607357749178,4.845249756180744
12.952280471433124,4.808227417666982
11.76891479303346,3.8180113194201426
12.095701519597535,4.401003777009771
12.095989543585105,4.745758216121946
14.89293860463515,5.339270866283035
13.275160718362041,4.282471634206088
14.836963767528802,6.284320582751152
14.015261876742706,4.958398548143181
12.389409310684364,4.713107112090458
11.423429505189823,3.3219224198646873
12.119241583624232,5.041818437713046
11.369098329450535,4.531777531811729
10.548899754374851,4.058918836251849
9.330805747300836,4.371859881496562
13.413011959055046,4.869447042319119
11.384284646123325,4.17498623256422
12.633787788029089,4.4831327226031945
12.381996175221554,4.919471320040218
14.062049259923603,4.957079192961461
11.311982203676914,4.210699327788828
13.03824289177838,3.7025356838534376
13.133953683094667,4.385539061936645
11.166847061604802,4.848501573349098
13.858651752606633,5.076028099671496
11.838201241847077,4.653940762125792
13.322051254215838,5.053328146981514
12.76443294743745,4.358693140399503
10.278643665126111,3.8303791402319796
10.819634631662078,4.337558311634503
10.402894443696935,4.311745903265275
12.21459728659419,4.3415183846315655
12.340115151437878,4.35738131651553
12.23238713413208,4.238435519628456
13.522557469071188,5.334117517285199
11.838893203209135,4.05641996946173
11.101583842076863,4.382265375077075
13.399471057215138,4.330736361439982
11.369013240549982,4.244458495549772
12.674734451688344,4.857885411757231
12.815750969349862,4.4314379481797905
12.572474506756974,4.4925024473760535
14.381542629411284,4.845952602849322
13.524501576388817,5.251527619600781
11.435879293393281,4.226077503875817
12.945860102987426,4.696232353951952
11.176059021288646,4.711969517358774
10.455049813268852,4.708666054162439
15.320447838693584,5.8049301839831156
11.378488816211528,5.254767258021701
12.338441990852822,4.659122465863191
11.988442537011299,4.454443351723708
13.520388197352482,5.62102842973764
12.444419560742743,4.125871026003277
13.13571691740386,5.323451821447483
12.279574193252039,4.165140671649291
11.593895463855974,4.630024400599245
12.543105602597194,5.3849483721997204
14.052361904901245,4.365998756758459
11.988250649144545,4.879976896261175
10.898704540599363,4.239889353936037
12.288912023802895,4.804426872994536
13.003053664335535,4.852523197073959
12.785575018185437,3.6173622258749436
14.475457481214404,5.075349343997195
12.614534595937954,4.79027738501444
12.14155439214971,4.387416821719629
12.618206204681549,4.1691135657131
14.15580176863724,5.796987552378954
11.271302945582782,4.626029531687128
12.553620314411514,4.346450705074757
12.690601193792192,4.0769975448676705
10.95614723620775,4.1841021440162915
12.896277128615225,4.697003317280507
11.353673790137776,5.0650925788383665
14.10647990595521,4.758592412895689
11.579103711193346,4.15883555044587
12.751633972852211,5.428599104635729
13.561594439058219,4.843347553841898
11.996447680665707,4.987290952909253
10.875054491956895,4.574766412090865
11.445882313919398,3.928730353168236
13.111970459506216,4.904983713250699
13.499775613850124,4.739376414883908
12.818222274745182,4.452523793694152
