0_channel,1_channel,2_channel,3_channel,4_channel,5_channel,6_channel,7_channel,8_channel,9_channel,10_channel,11_channel,12_channel,13_channel,14_channel,15_channel,16_channel,17_channel,18_channel,19_channel,20_channel,21_channel,22_channel,23_channel,24_channel,25_channel
0.3029305769193927,0.08265834645218054,3.973781374685537,0.03672279643994336,0.00961129422292963,16.254011781772586,0.27941471105785476,0.021593610393546847,0.029671335000985243,0.5348277158266255,0.1809634790381519,0.4772920560056612,0.45835202487253945,1.8539454775419646,0.15570213991450926,0.0,8.37411600723981,0.14328403554499478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.13886648786740605,0.034989844960925214,2.3071927994285355,0.03346695304079352,0.01810317762290243,10.745189302253685,0.1789996340101017,0.06606157004694747,0.024786816244751615,0.15009146700587095,0.02236513144114468,0.34537851443398193,0.2700991503450532,1.00513477570413,0.0,0.0,5.511272997488414,0.0908833553103524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.3209248336963669,0.10363540985064948,3.0028307308073074,0.01006049334514104,4.3242017212940936e-05,9.02513458056866,0.16239691264252654,0.008891713004849923,0.010619795145476903,0.4985084719015488,0.21094027112802635,0.24288661263963132,0.2965116038726651,1.2411445937834702,2.26919335906933,0.0,4.730260259685291,0.08406480086141607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.14948373303349244,0.04058933179441959,2.3209209325213327,0.029166186797259422,0.011760769008033498,10.455142120368995,0.17655808727420963,0.038966656942720564,0.02252430854171177,0.23219270397002154,0.06259746570129543,0.3250597288341445,0.2771306424540804,1.0775902575553624,0.0,0.0,5.3912346995377955,0.09028307708638778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.1351569369587242,0.03315132076479711,2.5696860678603977,0.043275795055183607,0.026191349396708495,12.692325732398965,0.20998395538506037,0.10129681517574123,0.031207215684939487,0.15454806193636972,0.020114514477519198,0.4141480111240262,0.3139746758467748,1.1396751050160663,0.0,0.0,6.495609377372675,0.10636635819906044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.39413657370591304,0.11950862479030076,4.3941148734247575,0.02741760425288307,0.004295893597855173,15.655166045391224,0.2727985812558958,0.001479712942678675,0.02414302315478035,0.6121895314306601,0.22655566468865787,0.444713366885948,0.46044175382084146,1.9070582588213056,0.732717845855499,0.0,8.123336979853166,0.14086503563405348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.33769461430059283,0.09352691716928829,4.825298980795286,0.05160999475569289,0.023011411667326943,20.51876411264981,0.3511036447795995,0.05318317462590828,0.04080690730031223,0.5462714071773596,0.1632787393562935,0.6187401213777066,0.5585821435314653,2.217886406233024,0.0,0.0,10.591942997029305,0.17911997280892178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.11182826918414418,0.029817554710556023,1.7905910078062914,0.02269302564575363,0.012585415700567081,8.130827494346919,0.13727308578368405,0.03287836838860807,0.017368030232771198,0.20042665373774143,0.05743279351053237,0.2564070995781226,0.21620404541079102,0.8493010761414419,0.0,0.0,4.184344625724481,0.07020196435923058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.4974633444655358,0.14789983564068004,6.539255751070973,0.061077294930041284,0.02145139554348331,26.25258191058514,0.44721861849765093,0.04409141423738297,0.04891396953139544,0.6691617849994245,0.19356442877547392,0.8228371133782432,0.7122924537946725,2.831626983615957,0.0,0.0,13.541938303298386,0.22933022974329054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.2222029982195393,0.05787287357943764,3.517196767180908,0.047966867443619755,0.025655008413249043,16.109827621904667,0.2692297710513594,0.07869506957547727,0.036298041674991705,0.28105051650597873,0.05708144389319772,0.5171433083489773,0.41382216205624467,1.579194515541669,0.0,0.0,8.272212984995772,0.1373998804971812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.11242642103198658,0.03307905843832508,1.2501281559818962,0.00816425887825245,0.0011445191693009063,4.555722830930864,0.07910924068071948,0.0011119620875737555,0.00722200047169211,0.16720129708648485,0.06003389224136343,0.12973835677000056,0.13198326592685697,0.5437884440993492,0.1296889341820684,0.0,2.3647522929959024,0.04069768602028955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.1164934799827445,0.03189652103505748,1.8672063149106377,0.025192620807492367,0.012104290103968553,8.495076625652919,0.14214768712950498,0.042774302744681456,0.018908228159757692,0.14195267850765372,0.027266679933801257,0.2705009297460604,0.21765135365271376,0.8203393716302144,0.0,0.0,4.362245206705751,0.07226283897975051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.4342717769159749,0.1330920378927243,4.472377052274187,0.02335892177296806,0.0015483705775601012,15.013119342626496,0.26322581400539063,1.0334126705960515e-07,0.02119640857608324,0.5989645708502097,0.2231466733010858,0.4293160159900384,0.444536895483039,1.8567309880735534,0.8171099726014639,0.0,7.819189018378763,0.13596463333673406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.4456920990498792,0.13889590590135523,4.705456451542204,0.024403551207064337,0.0023255396433377678,15.987470260898046,0.2834621992418467,0.0004710707652140719,0.02258234923888934,0.7692787001747157,0.3156794698472647,0.4660813105966301,0.4993770675081388,2.07349849270975,2.6849591023223587,0.0,8.323674938761835,0.14644421298477667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.3669189199479943,0.10627748028407606,4.571916355028171,0.036406090666395836,0.01197544951203053,17.889305841649527,0.3123937178323873,0.008430959216870964,0.03063864499530358,0.729101210690542,0.2791500211367537,0.5419862450153843,0.526063508358269,2.17432338045985,1.334719391219332,0.0,9.30335460414484,0.16077306344758135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.16442275948420593,0.0374976369566883,3.459062058597331,0.06646892991509581,0.043648948033349885,17.868601735569293,0.29399724069233696,0.17754166188841794,0.047173127000075345,0.17209930102647644,0.009693479472276587,0.6119119590040274,0.43513335038002965,1.5680054308884523,0.0,0.0,9.146458993180406,0.14894274975292113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
