0_state,1_state,2_state,3_state,4_state,5_state,6_state,7_state,8_state,9_state,10_state,11_state,12_state,13_state,14_state,15_state,16_state,17_state,18_state,19_state,20_state,21_state,22_state,23_state,24_state,25_state,26_state
0.0,0.0,0.0,22.839854053475435,32.16729800144728,53.06855168689254,82.31310073526792,106.49894398633829,13.873554768031697,27.898977243794278,1.5671522349730573,3.043859994865243,141.57738396137958,181.83698307457232,54.81316605482116,44.76328309690302,117.22192700061676,188.47392803792678,0.4221455884999328,2.255960951479454,0.4104333274145686,1.1703506606501657,4.2653043643547,42.65723273252657,23.086249038062235,152.34180908692707,91.61409852453596
0.0,0.0,0.0,101.43429549405745,57.81393335597143,92.05708020801765,95.38358143132812,67.32120387264926,12.572603351899932,44.723561603592486,1.3640338150805598,2.881666448074578,41.47740810224598,180.0221830320209,76.61160779773556,74.78929499632517,121.73042674157728,194.24248067117324,0.8799770588614264,0.6024507645482418,0.0649724161113645,1.4556398090070122,2.3882164517633857,35.9741294409291,29.26650536381055,53.812594759123165,289.59819555119896
0.0,0.0,0.0,35.92826868654789,23.31583411536219,68.27779896934233,117.12818549583338,63.94911832193432,6.076890560626941,5.06010998826409,0.8728182967872199,5.050459214973312,86.61687037921824,87.9659907814953,25.54043115401724,95.11641225056076,170.56312590158447,45.84812340790189,0.3944839225897778,2.1772624886652143,0.2811774161900872,0.5301327830195718,3.9012546020185144,45.33216492544004,10.862608895629922,137.23400857332265,235.70785147742137
0.0,0.0,0.0,50.79363764862519,33.08640819049014,163.29623481613731,103.49270968730193,116.15770317786809,10.246886330605498,8.684095669343126,0.9751197128998889,4.129114941314624,114.2497211671433,190.06416307169397,25.616827036013166,78.20218869603498,220.78626700116936,122.03664414525238,0.6765504857966849,1.0347886303802003,0.3752869278612673,0.7808129906713251,2.0315522806722233,31.16788745859102,27.15664577701115,88.33502652467172,214.71344797095537
0.0,0.0,0.0,20.537907205670905,85.88288171994702,36.87361074125492,132.37647881713667,62.55395238480506,22.90795266254369,37.303669289105144,0.8585629795716666,9.661743849170549,73.71645096922133,68.71861474112075,49.35970537546396,66.4696524966943,79.19439452738902,101.11572481641888,0.9480606627594231,0.7917164295850216,0.42706786246611766,1.4903682952095385,3.542333507719854,32.32702607439735,16.93699325921783,193.51737553827712,307.25843652213786
0.0,0.0,0.0,111.26108306531168,29.847044207768384,130.8812497546415,194.3323173065821,93.95783277170982,29.751278369824657,29.881588747414085,2.105033464367857,6.45846798665568,81.73746318877426,89.10988798131471,17.611800451147325,187.02191766508912,272.9108171666478,161.42188897393106,0.6930877146041695,1.5199646996106357,0.2660257552715721,2.0387431151464313,3.860705471251103,16.339333643167542,52.118866954826366,74.54437132050631,130.75225119137795
0.0,0.0,0.0,77.93653561109026,45.5963466890956,90.2381929655067,30.262321995010915,79.1919405602061,12.437766445614894,14.65805733665162,2.3487726495010888,7.244038064074349,68.01214718971323,199.71127197245656,39.99109090617047,144.75984194966952,185.3617550266873,153.16114681356237,0.8220082257536716,1.2298744385897387,0.3895115980581167,1.3643207875292636,1.1885424356398289,49.79188894236241,15.754110682112028,100.02506859092549,339.8533987686232
0.0,0.0,0.0,73.68676598820439,25.65661731288099,97.22302822453341,217.28688536736712,95.92361860177948,13.300738967901012,5.913751112407886,0.797130801235147,2.461044447447909,52.20462330436235,138.1261906516154,46.45552553448562,165.20457547779404,86.59406628824999,98.47033830127813,0.4517389360779182,1.102515584653737,0.4403749117715116,1.0888216767007048,4.89646191673847,18.563736134928224,16.29324786754004,132.26909081451902,142.91084603149068
0.0,0.0,0.0,65.550731667154,41.560054137447054,15.039675954595072,143.14045086334139,88.80581432496034,15.884849878444394,34.26112748537234,0.26859250405962404,1.2839348858561046,22.734705633867396,129.88330487385144,19.451142360305646,49.487088114543134,56.148480382798546,71.22586693949604,0.6138101619209821,1.106251484544884,0.4371751227313548,1.7940020231827059,4.337086348755894,38.05190108608846,31.07103965083929,56.23982699674214,326.10849415460234
0.0,0.0,0.0,103.63247297298433,60.46925825136089,63.13615675734942,242.2684390562498,40.19535947587564,18.222581313130224,27.370779832999396,1.0348136500229774,5.042713252706579,73.6861878500789,25.222666599389044,47.0555675034228,146.58845520564623,116.48590544465942,49.157171946353614,0.6933041232978108,1.6940799470502093,0.21265663553071734,1.0420270586980158,1.7918400430731491,29.945579163341545,12.94361288405604,42.842909706284125,140.9848987252218
