0_channel,1_channel,2_channel,3_channel,4_channel,5_channel,6_channel
249.5502653562515,15.655275534812573,63.41482968154218,426.3071962517242,109.62613711602786,6.998151113894314,27.27389029095259
217.5341184874525,13.680743012551401,55.534606902232575,414.7577912118756,86.26896096066007,5.7228882357824755,22.204186970641295
280.79440453986547,17.352422613126063,67.23606065116726,441.0918050753761,119.17858690138361,7.28291981283664,30.125281526568113
228.5129634295138,13.896176176749018,59.89428029140102,420.34776674678494,91.51393599912262,6.242120483975317,23.91003056171886
248.40452043696462,15.593845737487094,62.6844115260959,438.0590195032686,103.54367627237173,6.165413408606021,24.27078626975897
250.84585419855486,15.419398674721972,62.505364120813944,432.4843312107581,103.4626221095857,6.744485363146736,28.594821952685272
230.02110586792153,14.39396883812627,57.765866816855734,401.66101248039445,108.2947009399262,5.567701860028888,22.40307763988866
281.5915480041783,16.6672585047063,69.22662526927502,398.6084505889668,127.16385812322947,6.886319263265815,29.75727476831226
246.08591097571798,16.149456010996744,64.41716208391907,430.62281822905084,100.47032120964629,5.568742187464127,26.23155685485617
240.41614977533098,15.881755800040679,64.10348631100919,417.64799638187776,104.28080427656371,6.069791402900608,27.295819440094927
256.6978513343727,16.354798171993068,69.43075490949522,420.6992131534833,114.17038674281906,6.8942761398094845,29.55444996831187
265.71097879390027,15.997755800216485,67.04026392376568,430.380288131216,112.41529470972144,6.9982069447824795,28.263419156285305
229.28764264727934,14.577677901995736,57.430787718728574,400.8362771974984,106.76152396603503,6.575831476810583,25.009155005875467
245.9046825772165,15.930770543360886,62.06897327099097,427.23172795765663,108.3611061771542,7.34744353760858,25.718540382611398
256.63530065688474,16.773422615504753,66.33236953697835,400.1707167323419,114.0579646399584,6.763035543920798,27.862978689160677
282.99594612925296,18.354085977600654,72.18392041240564,419.2762852496528,120.21864685555168,7.384308234061586,30.432491908332686
291.8124770569465,18.263025378327164,70.55636630943711,413.1677618671376,120.67794232149215,7.426520520539254,30.686353833387088
279.9837749347545,16.669538978500032,66.95746421667954,397.6712892878801,118.55627465552607,7.314536050453498,28.59253861431415
238.78387684643053,15.732766083691114,64.28967295003271,409.26179078885264,112.67879700944168,6.140157911505224,27.42591326227966
319.21623181861526,20.25549696567158,75.96174327228943,396.04142161778606,118.13702842379207,8.622602372729638,33.55786229812253
249.34774636369661,15.549277361517891,69.06128714300215,445.4237871937461,115.94919060361303,6.781674802707421,26.043903002956526
261.50361339979366,16.05364375420405,62.977747575029525,415.5375038508896,109.1069985687429,6.6941504221069215,28.12614172862658
233.62751363276666,14.52125925151262,58.570933753244745,418.7230023409048,102.9363979311469,6.830871324417866,22.41648499410421
229.49658354754806,14.37374276008013,55.5280064316271,426.9117529530099,97.32623006142308,6.229098247365544,25.839369780822842
224.14603700705257,14.118719008883758,55.522003868764244,406.24929569400257,90.71288525173651,5.866770258658681,23.24131764200488
245.39081498407324,15.222110977661854,60.82247347448221,399.91408975145754,100.5110925200479,6.877504185369065,27.39646891651233
279.1524619955148,16.792904047278395,67.97235057010818,396.1810433613352,116.79997731934844,7.90516054521569,28.79494704928661
286.2961918003326,18.037018919889288,70.15289864832667,402.7172897947986,123.0711518215014,6.784228369463077,30.307560267609425
259.89305122524803,16.179685007074966,64.97897620526795,440.9002194448794,109.30384403521447,7.038271910705361,27.893996066945185
257.2489296282723,16.31767358277572,67.32663958538137,418.7066407885872,103.5060582021218,6.622417311457479,29.716678800546994
269.978593761777,16.547933220621275,65.90355111076813,435.4410883317968,112.31400349527512,7.002559211914084,28.39203380715699
264.7131292143174,16.00468256992352,65.4087726963459,436.01513575186397,105.7013158512613,6.683723793012392,28.456857934831866
263.33026772671906,16.604949445979948,66.4934420680067,432.41595337395916,112.67479552801207,6.659967137092704,28.756203959060436
266.59744267300226,16.303440390662146,65.20373327024441,443.6958321633407,102.25474069990152,7.177368424422908,27.16557845169951
241.81752917764615,14.074681314484087,57.86218775628571,432.83349693658397,103.96816185637805,6.048041868321463,24.83694547152977
251.39698733446562,15.450791362623823,62.61184187321517,422.64920164437274,102.09204883897371,6.539706250740842,27.17453663007334
229.5320820884886,15.59532678538776,57.6502832675172,433.55671214763004,95.22554758696955,5.8791555787773655,25.45042806746572
253.7711917911855,15.738073928599272,57.698504100843216,412.4575659032956,104.92258271766069,6.5522929056183825,25.500257668035363
302.1841840687774,19.283500934955548,75.54548956483883,420.2730804011356,128.31455929012594,7.917574733658511,33.948741814977126
246.23801601404324,14.695762060635067,61.9124295314162,424.75321037627805,98.57170638771774,6.096753543461824,25.060589748221282
257.13457545018764,15.833123582933558,64.10581866307373,409.6435547743063,105.31139319138192,6.432351593107618,26.15497561324426
311.6889070599318,20.442577023780412,78.6827088026513,423.77955405874263,127.2045868053802,8.277622602314862,35.466813944997476
237.22287270622505,14.4507387580353,56.044092090237584,392.98457902758827,96.7045637590145,6.4407179653902125,24.330657490661114
252.10811176332322,15.892069736915312,58.0184324200525,447.394777830207,100.11679677570964,6.366210137558669,25.933286282946604
277.13044078223334,17.038902987171916,66.93982219334474,452.17411948641484,117.85161105429147,6.552550192689207,26.820830962829426
279.82034143667084,17.725595580921393,64.89839166619463,436.4824449270169,126.26411885792972,7.833265312643294,30.54617203538031
230.5992553304167,14.79829836732362,55.51935327372658,397.3210431412192,85.82600067125922,5.3227345759034215,22.80640221868608
281.1552627129967,17.008980422880438,67.76138676932881,447.2347477250862,122.72771088722219,7.3399729948911885,29.129489412880684
232.33442657649726,15.24453444583166,60.67915334802192,405.72280476254565,100.7181829563142,5.7873487255589975,26.82468112203337
302.5194702846074,18.239394358179034,68.87527752083548,416.5229549756307,114.04999136894241,7.46649094023462,31.314700256016597
269.1493683886857,17.746569275163544,70.24428619017888,422.7157692432999,114.5411119468066,7.521551773888834,29.977505415447705
240.01347879577992,15.05992029813168,62.8674792267213,404.09897710924196,104.07463327060096,6.773586148445724,27.40981416478123
265.45553943767635,16.302862208085337,67.66711281792259,420.0668379940412,106.15729453204455,7.441833752531237,26.032422172190408
256.75458397328504,16.433474056837213,59.180025543623906,422.77097835772275,111.31238338241243,6.846013120637581,26.80595409146684
227.20182772665447,14.929159170613346,58.960586413130066,414.916299873687,97.87530914267886,6.516001662394147,21.933965108205644
248.67955216583482,16.22977979027657,69.39140019178065,388.34125532599273,115.30697335905545,6.83016001638452,26.774163311083193
269.5039782404339,15.240150194836854,68.65501973936513,439.63836988662666,107.09606980536307,7.732466452173661,30.926884389849178
248.70070016314017,15.426237249854868,62.643199885734106,407.8092610714942,91.237786168101,6.636656179131896,25.690742700973388
252.2254004687973,15.910920740848956,61.168007133219625,399.6047246858364,103.26025383145476,6.849693926666952,27.93491698390671
236.24370038494175,16.007213086518274,66.21390826841433,427.86101653803223,107.27039723266589,6.491266122936455,27.469328661326358
240.5556738139011,14.56031404645544,58.061909076948545,363.31146464205045,99.93682653082035,5.883879407464751,24.36368208684639
211.87854414116313,14.803311955033562,58.30470124981647,418.6598531798907,95.49410203590227,5.824317515878363,21.758516607069637
256.4094715498976,15.807310286577907,58.630791574736136,445.32317636184746,104.69327235649158,6.74152098788632,23.857892662809405
228.15908358598602,15.410111731757649,62.35402785336219,398.25292077590876,97.71187995381717,6.03314393554358,26.303650031867146
249.15586686116032,15.237131508945183,63.712103566209066,437.14705945476686,98.37887500635533,6.7196119757065365,27.278637597375894
277.67754591525534,19.02808770671702,69.83150152711816,435.69551136243575,110.79505420396605,7.729896213269449,27.82310747804329
306.93147045977275,17.278876153923264,71.39388428930579,439.7735955440502,119.77369553841282,7.7118048905497165,32.3830863120374
280.53481759468696,16.345889597099823,66.00756616749699,408.76485393034574,117.62131045253416,7.333214602613187,31.915691674102565
264.9024525747425,17.3725547312139,63.64393096389201,462.51483945403777,106.52616228492857,7.058405228434234,28.321084702901867
279.9802597310451,17.792728372259973,69.52282076621209,425.9659896328695,117.98456789824006,7.343468244918672,30.09292113837033
269.7715479995248,16.610558192291602,65.21469637880038,424.6705022486734,119.01080178065098,7.246103397911822,29.09951275310709
