M1,M2,M3,K,A,B,E,G
4930.324408271874,459.7196310077385,299.99999999999477,5021.403996413801,14.52885282372304,2.5120887725906096,30.83725216270246,56.77802548285878
4910.951524870618,460.5749883069031,299.9999999999326,5050.051811722282,12.352590139693703,8.04133911696995,38.0336462437869,65.97648539715465
4930.311865746011,455.7689449722285,299.99999999999045,5137.437273502461,9.492059982078482,2.5942631234792155,32.9603419906897,60.807442990519405
4917.872206945676,469.99999999999744,292.4088580431681,5130.9241356351295,9.996057093628961,6.4683257772947105,41.54659282097281,62.46327612824415
4929.388065889937,461.6163305630942,299.99999999795,4915.99039771813,10.852244003932292,-1.8594387507457797,32.99604553531728,59.981592612131344
4936.315673033663,469.9999999998432,299.99999999997715,4899.181890969816,8.994264722320645,7.724368702787916,33.45799021177996,57.29283766720703
4926.297512817661,466.00940984957606,299.9999999992456,5129.418169507193,10.65998762873425,0.3357716011654904,34.74507804192487,58.27041665768696
4934.427150372333,451.2262108671064,299.9999999998208,4866.939071650224,6.077202968204288,-1.4810442914889985,25.67795785076719,68.44644556174042
4907.068229324123,469.9999999999998,299.9999999999986,5151.794044205387,7.27465131917805,4.6770005143728675,38.271682463356186,66.07303412766773
4919.257246737948,463.7213821618779,299.99999999994156,5386.311835252279,10.243713362927334,2.2717206559166243,39.591508833834304,57.75437040661646
4950.645533641778,469.9999999984716,296.6796482276053,4908.276469438927,8.031508903873512,-5.188720266294596,45.16420898455633,49.396823173329445
4934.552403720113,464.55164637918097,299.9999999998698,4968.287794498167,9.28414527351708,-0.13252715024822026,44.51645892698753,53.70110222948686
4936.831783997446,464.2532120872279,299.9999999999946,4972.071489050174,10.169118877662596,-1.5563869311488965,35.83986145798373,56.61710224422458
4922.890485494222,469.22537247345036,299.99999999999454,4986.728382185616,5.5867215793528855,4.215312739753616,37.8887124249563,64.02816413402185
4917.461460020631,465.42614601326505,299.999999999674,5144.012832188276,6.206365143252443,3.4044806063848254,32.002741475736386,63.473190960501206
4923.542177581837,469.68273878878466,299.9999999995466,5141.880134105066,6.17841146288271,5.022886379192385,39.217648629114365,60.28132495517435
4916.776649124937,469.99999999998784,296.085144050534,5084.644492791385,6.339696608467052,0.30025841457611796,46.395636699347186,61.58341001473697
4934.192809762907,455.4939882919096,299.9999999928982,5016.560936698676,11.56557503157499,-0.2549691186027472,25.189230795031783,60.637961465926814
4931.148192081125,469.35392644128376,299.9999999989111,5098.705546284403,9.986346854286824,-2.242241089708391,39.99874242883813,52.76449545793579
4912.124498573225,461.20907863655054,299.9999999999992,5054.970496069106,9.169231115662633,-0.4954903230946354,37.19916911907387,65.73102181026314
4925.083912750015,469.9999999999966,295.9561707007387,5055.054470865856,6.258568611422723,11.026649034684278,33.05770976557732,62.78619741730913
4928.630521371739,461.643888088213,299.9999999994283,5208.282538208579,5.44908495458325,6.154057089773477,33.94022527357503,60.542650210747794
4935.665874789432,467.2830953609082,299.99999999830936,5067.454117431479,5.536253099927044,6.041602408264158,38.39646843181633,58.58676149487909
4906.991901421365,464.1812479964131,299.99999999975046,5373.470460534702,9.58837768205143,5.50276747407258,47.46383582907435,61.78046336920336
4931.595999564392,469.99999985973795,299.99999999972374,5048.422178579565,12.949778956666925,6.983499385251342,35.738096075652884,54.91350994123354
4926.670793531908,468.75329373030957,299.99999999980867,5171.0486991452335,10.766146851095534,3.694513089104548,40.80787628639506,56.3816193005015
4922.106391087001,469.99999999825894,298.54998302754575,5141.715879105573,9.929581915930077,3.66931878865161,45.52360375345628,57.23294694465237
4908.159218757888,469.4990955538852,299.9999999999494,5160.705027677934,5.7964628678726875,9.157968129816494,33.63344168619222,66.98322534228076
4943.5014404536,466.7285156000856,299.99999999986346,4940.15511876843,14.942180432866325,2.4919482566894904,34.58380667301215,51.0911398470886
4921.544070239245,458.12224502285665,299.99999999999153,5013.114444578194,11.823518307900763,3.8892677894702565,27.63473321082441,65.73341071777556
4937.108956617066,460.76675517342295,299.9999999998979,5109.136706771715,13.055891274346017,-1.5638798086965167,33.614402692140345,54.38326863383945
4944.365056495947,456.7364623519741,299.99999999999426,4931.7807323008,6.551348311038548,3.763693656563184,28.484423947074884,61.668160249982535
4903.499247980951,469.9999999964869,299.9999999401833,5396.959678489454,9.543647113154243,8.591527202391784,40.34315546646751,62.988136213985214
5015.229338416732,422.1890114493162,250.00000000066,5004.517375871553,7.6010757990118565,4.551224648018767,43.09885035062066,55.366356710408326
4942.679765474875,468.0689111515872,299.9999999996466,4936.553018756848,12.136271746570449,2.627311601297176,36.867722183513784,51.01579499910004
4922.851352751785,465.4518016209335,299.9999999999942,4692.1348058886015,9.471613573221225,0.6635096391020567,32.19233679984519,65.06223391562494
4922.293794193094,469.9999999999807,299.99999999829316,4953.065686242859,10.2834018029931,-0.7505729088277884,34.46625755946837,60.01406437227711
4921.298355814728,464.24395698084015,299.99999999958186,4992.442970769121,10.917996305322959,8.330803115959881,28.338532126832675,63.44616541525391
4957.4191600522545,469.999999999992,293.5029177620826,5022.923481307212,9.338339740213806,8.187506285892896,39.148348230967294,48.79777555826493
4934.908834260699,465.2235827355874,299.99999999718676,5006.094072708401,7.616330931256336,4.974604857865961,34.95776253275563,58.8724767127242
4930.7462901305835,465.45813012084574,299.9999999998777,5132.057994237386,10.793640513351741,2.883964907480423,36.87810169996182,56.940928263611035
4928.869579159286,469.6190804994159,299.9999999999319,5119.355385823115,4.8836503787619,0.6675204701095591,36.736852676013335,58.477306161740835
4908.676635979257,469.99999999999534,298.0232727067336,5067.475990783497,5.776029481338023,8.253613938358155,36.67878136007552,66.93062901626072
4922.287626967144,466.49506542078615,299.9999999999527,4908.8044111124755,12.480938008757159,0.13213898851369243,26.0869660846276,62.38658350628635
4926.35992114693,461.7246945741542,299.9999999999893,5059.92372880454,11.276840823107424,10.237181417654982,26.12656137780858,61.63190054469312
4932.547029438375,460.5929733086409,299.9999999999935,4968.182916618866,6.904751637652027,3.3545849540418646,36.02293472347924,61.03158438099709
4929.048627431758,459.58013094732684,299.9999999998864,4914.773972131989,3.6708513705987427,-1.7231974713590257,24.11960228662376,66.9931102233191
4912.9380291456555,461.19104066112345,299.9999999997681,5080.681472477234,10.286875375934384,3.434481579747926,24.654277253406356,65.5995438736345
4936.611050039812,467.6807640907833,299.9999999997167,5049.020546324576,3.3402236451258123,1.5853591116110308,41.04755287948976,58.567482291031425
4946.614657382463,465.32435805573635,299.9999999999898,4991.904464838678,9.382847216094913,0.094604534222536,46.78114358435305,50.8177628007199
4935.803217173351,462.5338004193533,299.9999999999052,5021.237780368315,15.895934018823834,3.7901663436523276,29.416475403541813,56.19915241514926
4952.300275454864,454.97645646889725,299.99999999987403,4791.869109654918,7.4336468986768605,2.454873404572628,24.56252240897036,60.30942580380571
4923.531367947988,452.5902854858952,299.9999999936834,4956.350958896028,8.079768234845742,0.2690907745238139,29.63999050340326,66.85360086652398
4925.060301676745,458.98445812422665,299.9999999999102,5114.850347581575,8.415375612107407,3.6014233847972914,29.563472027839527,63.78910850056004
4942.46195925795,461.6565893667381,299.9999999987888,4863.201422199606,11.36428570601324,7.468156850986324,22.96342193440443,58.827542038286715
4915.4728889436665,461.9225758593994,299.99999999999983,5030.86178314085,7.274599856566261,-0.9185650368189578,25.405524191236264,65.9513935599153
4942.242893612642,469.9999999999955,298.5289501056634,5023.407941059242,5.977707089747058,0.6803010780460409,44.908322108731035,53.94623365726254
4921.990465829978,458.55391602099735,299.9999999848585,5057.276724432615,10.64331593140453,10.451291917045777,33.163007833534934,65.6070606725687
4928.490851980325,464.8756507168588,299.9999999999763,5210.234760504128,9.206064533647185,-0.04708658252257656,35.53450570876873,57.55861964309963
4941.6752794998065,469.99999999997067,295.459186106153,4968.486427101162,12.624412024168903,1.4570333083638856,48.86697879472242,50.426602812329556
4944.514508569384,469.25331565650276,299.9999999966449,5024.598825588796,16.240380775872378,4.965479826894221,36.00598406302876,47.05488203509035
4939.852334695779,468.29764460941493,299.99999999997874,4970.8931817514385,7.058896263732773,5.0945680385904595,35.81102523423859,57.75058311897869
4939.193406866749,469.999999999956,299.10809666794995,5075.5564625323395,7.958898000061393,-3.519849198301504,41.6089869744419,53.01698198709862
4932.803654156834,461.6280716607489,299.99999999995515,5143.905266641907,10.312904870405827,7.625537991286645,31.915460209804387,59.09877550443999
4935.679450830917,469.99999999999994,295.77873208683286,5117.766407374389,13.420220956252663,2.975427463402685,44.727050097830485,51.320938919395424
4954.993308091271,469.9999999998041,294.525886263823,4954.902555586602,13.142803138164178,6.887289787793734,34.67691660504348,49.65435179258516
4964.7463118173155,436.9018207524169,271.9682159394794,4833.394416064513,9.344549411959601,3.26146216371443,33.26693872949872,67.43268255192567
4933.977378103824,470.0,296.43578972441816,5007.087590795102,9.110961271754114,2.084389830250774,34.17550541719564,57.711478973350566
4937.177029706432,454.9071472830523,299.99999999647093,4885.803962162157,8.507212484123137,3.406533206798057,24.510114322326185,65.95456385027421
4924.3123102216305,463.94191541393616,299.9999999999958,5100.230438961751,10.988322087580084,4.417016847205683,35.795506283401835,59.905214298556835
4925.666716357724,467.9557272910222,299.9999999999329,5053.889835151522,11.87890374595398,0.948034970095342,39.55651889111622,57.65584867635338
4932.691430240557,468.6548724427593,299.9999999999936,4960.319448488793,10.934190344191489,3.1376449550677012,29.28468003944763,56.84869131133987
4925.841123075379,469.99999999959095,299.9999999996428,5025.298884700012,6.971836218121211,4.884173587908516,38.161102958853306,60.68774489793862
4925.610320544404,469.9999999999788,299.9999999961427,4998.252862442446,10.96918220028867,-4.400088472946958,33.71061207408364,58.32669523657444
4928.982252133373,462.9052711212866,300.0,4831.211672691858,9.68590486085671,-0.438638956022519,43.264879069457194,59.56213224169321
4932.845270888322,465.75439147067914,299.9999999990501,5057.233171188018,5.71403506063529,7.108451198629025,34.703060663758905,59.060799664065826
4928.531624909588,469.9999999997387,296.20130333088804,5171.150683785666,7.479047313673044,5.853540694005129,40.09351028167824,58.517320531709295
4957.732118423163,457.4401345441184,299.999999999942,4747.153531884766,11.842990129290726,6.861506987318922,23.685870934868802,55.5043821180994
4931.704923261745,469.40143685633484,299.9999999881298,5131.004638393147,6.812450670796231,3.7062741515437665,39.41050513728485,59.53807642563695
4947.505880131921,469.99999999999903,288.4399583532746,5095.903846269381,5.423865094541646,6.976971367743274,42.475322909924124,55.7511180033695
4914.31934602942,461.48831775185914,299.99999999974904,4892.286293637393,9.813937380283143,2.6057875539640905,38.8596802893702,64.86537618853609
4941.78111671182,469.9999999998035,290.67933604993317,4904.673672455343,7.193637570541379,9.862920396443714,50.91444050089881,56.057682527732176
4943.289563553627,469.99999999925535,296.0884250945805,5131.08577551632,11.024017120866766,7.099262766676645,47.891579691797155,48.076092363917276
4934.239911355223,469.99999999998516,292.8128632530731,5135.34332929252,9.967619235500162,-1.1308948424247507,50.725022293645715,53.56305060186723
4931.194075920694,469.9999999999076,298.02777444229974,5088.3295363000525,10.900943734857634,0.6497393450411382,45.667794242581344,53.72761551718017
4923.539560486509,469.59312330177556,299.99999999727515,4957.909224899035,14.17318575321607,0.13258879785259495,45.17556512555489,54.139582262702206
4914.731790805978,451.0302654189866,299.9999999999769,5160.710279515388,8.784090126670396,2.9701660047155984,25.830865826515403,69.08244458395976
4931.9558542379455,469.99999999982873,293.3674973176041,5214.728669671227,7.099016085459424,5.010426575286651,48.391303943824525,55.749930673878204
4926.884051629987,469.96195545391936,299.9999999999993,5123.361254606095,11.122896389922982,4.26574977461496,43.81038667255532,55.666843908511716
