0_state,1_state,2_state,3_state,4_state,5_state
5777.991852870503,6074.839728321548,6082.339740861211,6374.187607952483,6386.68762885192,6381.687620492145
5791.389783471398,6064.18735971152,6076.777699933629,6341.181716025677,6362.165616395859,6353.772056247786
5802.727799329329,6084.880284880472,6092.3814466468175,6369.533157687061,6382.035093964304,6377.034319453407
5805.660623029975,6087.823877444021,6096.204399909964,6372.780639346714,6386.7481767899535,6381.161161812658
5795.844491346669,6082.942140918519,6090.44214091853,6372.539790490372,6385.039790490389,6380.039790490382
5798.5531383668995,6078.979193520517,6086.6138668585745,6361.950139786822,6374.6745953502505,6369.584813124879
5790.268355359025,6081.170300025312,6088.67039692653,6374.572276992005,6387.072438494035,6382.072373893223
5790.658441394675,6070.542388615801,6080.962491604332,6353.899703499771,6371.266541813989,6364.319806488302
5812.19795801124,6107.23892389983,6115.47652039024,6405.025755285224,6418.755082769239,6413.263351775633
5801.993702164046,6099.969590245683,6107.470247198195,6400.44569731149,6412.946792232342,6407.9463542640015
5806.951010737829,6085.39609725318,6092.901569459934,6366.34300783745,6378.852128182039,6373.848480044204
5792.636630479949,6074.906578174334,6085.37129758156,6360.6647656711275,6378.105964683171,6371.129485078353
5786.242793280752,6096.941589914509,6105.167895733215,6410.382488487833,6424.092998185677,6418.6087943065395
5819.93808102174,6103.48474412749,6110.984744691358,6389.531407421196,6402.0314083609765,6397.031407985064
5801.736868304039,6097.850557559131,6105.350557559259,6396.464246814265,6408.964246814478,6403.964246814393
5806.7401212804,6079.369451678466,6086.86945603412,6354.498783528417,6366.99879078784,6361.998787884071
5813.784653999672,6099.255243535216,6106.7650859572395,6387.229113878101,6399.745517914807,6394.738956300125
5812.993548949774,6091.726903219516,6106.512690065416,6375.388853104559,6400.031831181057,6390.174639950457
5799.334832513329,6097.216912574872,6104.7173905336585,6397.59915195601,6410.099948553987,6405.099629914796
5791.785784100133,6074.72035930588,6084.335131673483,6360.859858634162,6376.884479246834,6370.474631001765
5786.601165529262,6064.6745603879035,6072.174560488219,6345.247955279984,6357.747955447176,6352.747955380299
5809.891239023892,6084.89981380064,6099.892750540866,6364.906034157464,6389.89426205784,6379.89897089769
5780.110924325414,6100.198875823361,6107.6988775128875,6422.7868278844835,6435.286830700361,6430.28682957401
5847.204292743483,6111.547470423737,6119.174571561641,6378.43301514996,6391.1448503798,6386.060116287864
5799.726504673061,6104.208378437905,6111.708378437905,6411.190252202749,6423.690252202749,6418.690252202749
5785.896356476314,6062.787612328382,6077.7875087298435,6344.678833647604,6369.6786609833725,6359.678730049065
5786.113977347496,6074.942210735023,6082.442272162828,6366.270464598483,6378.770566978158,6373.770526026288
