Md1,Md2,Md3,Md4,Md5,MB,K,A,B,E,G
1377.9176337436643,1242.3022659834805,1099.5963377794612,965.0368861733166,1150.8967537994579,4627.776050938687,4905.686694232042,5.308393305037431,8.323123263692539,18.484440732495656,14.051798986226125
1221.4061019661758,1108.58757974775,966.8066882123342,815.616050090272,1002.5983667265684,4787.768261677885,4845.447011368275,5.022790025804416,5.022640782278706,10.141835859348705,12.234094834958029
1187.5578475829095,1037.2269666522807,912.2923504683779,800.0000000003691,968.6701771002349,4803.411672947111,4524.250889860211,5.4219241590562754,9.999999999997025,19.999999986735997,19.999999999963016
1252.289253008836,1099.1669573545526,964.734864618106,800.0000000071053,997.5078355648783,4780.465866442113,4600.843548539148,9.999999999978886,5.000000000000513,19.999998707989675,10.000000000038359
1390.6535970616405,1240.9852490450555,1090.3360014904297,980.2878464155395,1148.747075428829,4622.131734922974,4808.600118444965,5.002111970142183,5.000785826069477,19.99993978438452,17.394473665796564
1291.3884896880945,1123.0778311350198,975.7898635726217,821.6411655440287,1034.3807688678178,4736.961225265791,4953.472133049879,5.033992886474141,5.055747284916148,19.999865479778727,10.784888153192188
1286.8140770301604,1136.1027531464915,1029.0643858823576,843.6106199770655,1013.3890694110772,4739.217008930996,4691.169420473829,8.12992022091666,7.074354296911797,10.403653746853891,10.092805062950678
1394.6016041218252,1263.6237440213845,1099.992069763633,941.8213116664788,1142.3875221948197,4623.519040792221,5475.150125742178,7.355757817948032,7.311544227077522,19.99771235131286,10.061459435676987
1217.684620304107,1083.6829495719792,966.6981015938336,800.0000000001471,967.4073766008108,4805.754861339861,4759.5232300949765,5.723446664326263,5.000000000000067,10.000000000001693,10.000000000076584
1364.5209749637697,1210.028449204127,1064.5792890275734,943.1789679733272,1140.9109879614184,4649.23299861855,5046.859588128716,9.999050069385337,5.02634093704196,19.999736960370313,11.763649917330246
1361.3069080555088,1213.724178795774,1099.6807402207564,928.1952271445739,1115.954710689464,4660.111854910606,5107.186996570358,5.000113555978501,9.999920651516751,13.451102441961932,10.002613360008997
1243.333991773122,1116.1560237140911,984.1591127441103,841.9984864292222,1028.457874090177,4738.204337727182,4802.899126781082,9.994949970867237,5.00781745735422,19.999999076541503,19.02122206008504
1337.7570551976874,1201.423200628624,1058.0221568580735,896.9415591325655,1089.1886209413574,4679.993326623445,5099.737342538927,5.004485386206095,5.001290695116994,19.999994891955453,12.136332953445748
1404.0643216363421,1258.1784591301948,1099.9803690750696,950.4000797321753,1140.0935195920333,4625.372194348541,4737.052228223637,5.002017145681891,5.0006416130912665,19.99999999995068,15.042392831165499
1262.5331678158088,1089.7937956384656,949.1898956395288,853.8702188300841,1027.4951653457056,4740.170861566684,4561.527868521228,9.982388261295153,5.000000171926056,19.904124984828098,19.993908619105536
1265.1314027639542,1097.154708245442,968.870590242607,813.8727180167705,1002.4508613576378,4747.430395147965,4509.234075628509,9.999985025216546,9.201204685461688,19.99999999394541,19.976940432629505
1369.995732583205,1228.4812663591124,1098.3020852500206,962.3548928958392,1121.664784141379,4636.9604265170365,5027.511411754006,5.495896004572525,9.999877012318377,19.99999817191005,11.680597210995906
1391.020393032588,1217.2094673503889,1078.779945412956,954.9499288312389,1162.5471720090045,4603.631400203406,5217.080903747466,8.38441884526892,5.0004699753151005,19.999999980451282,19.873526466428757
1378.0457750770308,1255.5981714513443,1099.9562122100128,929.163239686967,1118.400701345295,4633.859428555462,5305.647548665222,7.044708580329217,9.99999112582762,19.999991984763266,10.00013552238043
1393.8707922183216,1230.7420819011575,1099.1892877179816,965.2613060024523,1118.0314859233533,4626.7019368962865,5016.835951219468,8.508622071265837,9.999664880507304,19.162903532563117,12.221787548986576
1371.5264441121176,1207.2365990079431,1099.9672536154458,930.5838425323484,1123.116593253933,4644.9220925166255,5141.271037229514,5.002429169628216,5.000000938781611,19.999771476738495,10.000001738309589
1317.005830840438,1170.5292839945644,1026.1089304563336,890.0360030740496,1090.1093408918734,4681.487455719648,4995.557116234723,5.000198027930088,5.001941688415279,19.99999858316804,17.956062143595485
1385.5900770817095,1207.235470931402,1092.4072247313013,959.2399537949273,1124.297894437756,4628.217275027456,4754.260150650845,9.999775529738374,5.000233756936754,19.99996765217538,15.116957806629648
1221.5188903842259,1059.6116271695444,909.4914710443766,800.0000000038585,947.5334125645231,4811.20164005596,4696.848908783932,9.767387406322475,5.000000000004225,19.99999587851619,10.000000012559376
