Md1,Md2,Md3,Md4,Md5,MB,K,A,B,E,G
1389.4613674876675,1268.154419195028,1099.9996265151694,958.8324303345341,1150.2521317444755,4627.445738195291,5223.183848088202,5.000002062683059,5.000000114921056,19.997106620806456,10.005564949839748
1379.8962133527978,1221.7212472930948,1096.8759870322451,952.5611461972385,1139.100369370099,4617.197874324177,5196.669937446806,9.984828880871584,6.821097034148028,19.99979338992865,15.248215380353681
1384.1747428115696,1230.8105313392693,1099.9054341248702,986.6020149691855,1135.0914764260108,4631.08857873217,4854.476514645768,8.904259634844276,5.00057764652984,10.266011148749966,13.882536748985828
1408.1932910203352,1266.9671131203118,1099.980259930045,967.5389356580665,1141.4477764015792,4615.737541357661,5264.383134842153,8.332437351333756,5.000024374233379,19.99999944418301,10.140384184662917
1383.5642480724932,1208.991374132218,1074.827493393843,935.6579900606262,1125.4591537543474,4622.340437145715,5021.522931188019,7.21612770425901,5.000010756491203,19.99999701818054,19.09718148356989
1367.385033060017,1204.5904078798187,1094.2710340975132,943.4454051639096,1109.227265026764,4622.974782718104,5000.513153574181,9.999916924492148,6.1223698391598385,19.999999600261926,19.889910931722593
1399.9020299916065,1213.6760828983354,1099.9996644691478,955.1930485864193,1093.191659756122,4656.3298982570295,4610.90204078175,5.000238773173268,9.999999421022533,19.9999882896285,10.015650276702857
1326.6653394534496,1172.146797248928,1056.8160082999586,904.3821811438553,1065.5832847873937,4677.617166292601,5314.07185111907,7.894060164350953,9.999950479913895,19.94666274816659,10.000722399124008
1379.050771096705,1230.8464124524967,1091.6711369786333,989.8468117106459,1186.8890920016215,4604.723130674683,5000.443002267775,5.000034151949167,5.000182512871598,19.322936147937277,18.71692222226005
1206.6217497114276,1051.5555120008655,950.5608758626123,800.0172109863162,972.3486646928419,4820.363884215892,4359.222084928951,7.158572599027877,9.999993703232175,10.000048812121392,10.000217732295141
1195.319174712411,1060.5570923612277,926.4175051138569,801.9360866812752,942.9375160928624,4796.012519012285,4719.974248859911,5.000206371881131,5.000000062485406,19.999987472664344,18.605639010391442
1385.796827696512,1242.2710986463937,1099.6030516829333,954.3706619939859,1133.681073233556,4603.727300047359,5150.853475512333,9.95938669448653,5.000003499488247,19.99999129247975,19.949961356410416
1390.078440958013,1233.047953845438,1099.103428508962,967.5246828290178,1117.679318582631,4631.422385736081,5188.065570061241,9.999999986914379,9.785622209274594,19.99979013443759,10.000000155455211
1361.229953953173,1218.731835493447,1067.6986795096184,977.1820473099294,1129.934379256889,4621.0268218940555,5140.3943956936,9.998733940950707,5.641567236983998,19.99989033795028,19.584994166561287
1379.176198106774,1250.137786833062,1085.5362801442006,965.3292613641518,1153.260863395292,4608.27927410831,4826.796658270644,9.999730663257322,6.908670131353159,19.999889266882537,18.786514419572118
