0_state,1_state,2_state,3_state,4_state,5_state
5604.6450827435465,5927.020802467919,5942.020251962674,6254.3963386905425,6279.395421181802,6269.395788185298
5636.321391949934,5935.800217616791,5943.30039824203,6237.779103492062,6250.279404534126,6245.2792841173
5619.534369426404,5912.567342345154,5923.6513833239505,6209.294995590169,6227.768397221496,6220.379036568966
5607.195192636609,5919.84376862802,5927.343769341396,6234.992344857223,6247.492346046182,6242.492345570598
5625.629646910747,5909.439035689756,5916.949010967951,6195.751749561497,6208.268375025155,6203.261724839692
5606.9463292156015,5902.794262579514,5910.294718263606,6201.142347838125,6213.643107311612,6208.642803522217
5601.470166616083,5898.403601722708,5911.917187620863,6199.841565462051,6222.364208625642,6213.355151360206
5589.393645429768,5909.328172266935,5920.228250146684,6232.896058397351,6251.0628548636005,6243.796136277101
5604.225097586351,5916.437781142055,5931.437781142055,6233.650464697759,6258.650464697759,6248.650464697759
5608.96213693519,5915.290399635524,5922.795653131131,6224.120413501059,6236.629169327071,6231.625666996667
5617.613551565843,5916.234450761867,5923.738465254896,6217.356688122235,6229.86337894395,6224.860702615264
5613.737801737274,5911.663802489486,5919.163802489486,6212.089803241699,6224.5898032417,6219.5898032417
5624.993964012373,5906.201898357024,5919.967682982816,6191.9984275769375,6214.941401953258,6205.76421220273
5628.215919999948,5926.759253017181,5934.259319423557,6227.802608169874,6240.302718847166,6235.302674576249
5629.619133435324,5928.2503465850505,5943.25031518538,6231.88154926822,6256.881496935436,6246.88151786855
5595.489584492765,5936.082211201548,5943.582211201562,6279.174837910335,6291.674837910359,6286.674837910349
5586.995690479258,5897.43948413778,5910.339789218298,6212.183379489808,6233.68388795734,6225.083684570327
5611.212187800153,5922.562646382352,5930.062646812336,6236.41310510788,6248.913105824521,6243.913105537865
5643.773362788473,5941.335897878103,5948.835915785785,6241.398438936962,6253.898468783097,6248.898456844643
5603.918415715202,5905.6715784106045,5913.171615376632,6209.9247534280175,6222.424815038064,6217.424790394045
5606.182521220592,5928.4943232971655,5935.994581088648,6253.306211304232,6265.806640956704,6260.806469095715
5605.728206687828,5896.614141721975,5911.614141721962,6192.50007675612,6217.500076756099,6207.500076756107
5613.388400641222,5911.82656773961,5919.326939856715,6212.764858877034,6225.26547907221,6220.2652309941395
5603.021533583212,5914.340135210486,5929.340135210226,6230.658736837675,6255.658736837242,6245.658736837415
5602.019443684203,5918.007454188233,5925.5074555065685,6236.495465131709,6248.995467328934,6243.995466450044
5612.495860172773,5911.314130082445,5918.81413703473,6212.632402309547,6225.132413896688,6220.1324092618315
5639.241540212721,5930.36423400769,5944.7544487101,6226.283666036797,6250.26735720748,6240.673880739207
5625.9294481095985,5936.915965473586,5946.846023323076,6251.212502120737,6267.762598536554,6261.142559970227
5605.644568086704,5931.734932257579,5944.563798489365,6262.101585172384,6283.483028892027,6274.93045140417
5613.466751098852,5913.214848889204,5920.745604038379,6215.473198395947,6228.024456977904,6223.0039535451215
5637.024224708625,5913.594720010292,5921.103239924205,6192.668055283262,6205.182255139784,6200.176575197175
5605.701648100424,5919.139875981374,5926.640002735337,6235.078146113644,6247.578357370248,6242.578272867607
5626.874145896651,5924.240306177017,5931.808874117412,6224.129322437515,6236.743602338173,6231.69789037791
5603.537836148692,5918.77542218436,5926.285096550497,6236.5162330087405,6249.0323569523025,6244.0259073748775
5611.004068599675,5904.415787660622,5911.915830932784,6200.327521145625,6212.827593265894,6207.827564417787
5580.361084226566,5904.536542020983,5912.036542524017,6231.2119999830775,6243.712000821468,6238.712000486112
5588.008098741608,5897.052597809298,5904.561469511612,6208.6000541110925,6221.114840281616,6216.108925813407
5622.924567523399,5935.337621773878,5949.081142195171,6252.331849498122,6275.2377168669445,6266.075369919416
5641.612257579365,5936.507238830697,5944.007241557665,6233.902220991019,6246.402225535966,6241.402223717987
5617.475597971953,5934.6651954641375,5942.199473176689,6254.366218860507,6266.923348381426,6261.900496573058
5617.994547674726,5917.075637679777,5928.596101583634,6219.996882319448,6239.197655492542,6231.517346223304
5604.143117732318,5921.297211584272,5928.797445166308,6240.951383296906,6253.451772600299,6248.451616878941
5603.530940859813,5923.053755813548,5930.573294578697,6245.083083688999,6257.615648297579,6252.602622454147
5624.9286525028565,5920.367237360718,5927.867779837886,6218.306003044302,6230.806907172915,6225.80654552147
5620.028988364869,5922.16628905605,5929.666289056327,6226.803589747325,6239.303589747786,6234.303589747601
5607.309276606231,5918.877945506336,5926.377951726888,6232.946616479959,6245.446626847545,6240.4466227005105
5601.412858619522,5915.2988597605945,5922.798859762977,6231.684860902463,6244.184860906435,6239.184860904846
5626.678329076411,5934.316248861691,5941.81634024299,6244.454199107405,6256.95435140957,6251.954290488704
5617.9905040256135,5925.055803905615,5940.052836774455,6237.120114741898,6262.1151695232975,6252.117147610737
5574.871203295033,5895.641036369743,5906.495187262195,6220.028919741938,6238.119171229358,6230.88307063439
5593.842929535637,5897.689282050029,5906.957638745566,6204.625086796266,6220.072347955495,6213.893443491804
5594.167098070908,5900.012448428587,5907.512448428648,6208.357798786288,6220.85779878639,6215.857798786349
5607.153799252758,5890.565515491022,5902.668972641171,6178.011717446002,6198.184146029585,6190.1151745961515
5609.195642968092,5906.209152731739,5914.672234936815,6206.043689897077,6220.148826905537,6214.506772102153
5623.174971783231,5916.054826027604,5931.054824662387,6213.934679816903,6238.934677541541,6228.934678451686
5602.655930449418,5926.908320157298,5937.3340119112945,6254.635940449842,6272.01209337317,6265.061632203839
5595.792092332678,5904.5586536730025,5912.058690029341,6215.825227132108,6228.325287726005,6223.325263488446
5615.193736860624,5916.832388041673,5924.332421285521,6220.971050304005,6233.47110571042,6228.471083547854
5633.284307744889,5936.99071760824,5944.490717608242,6243.197127471592,6255.697127471596,6250.697127471594
5619.115697601683,5911.4567113316425,5918.960092229806,6206.298852027656,6218.804486857928,6213.802232925819
5602.871284186684,5904.747075338259,5919.747075282995,6211.622866471411,6236.6228663793045,6226.622866416147
5607.907085971683,5912.336370226173,5919.836370226173,6219.265654480663,6231.765654480664,6226.765654480664
5602.758602802892,5921.708431805265,5929.208612468197,6243.158321028616,6255.658622133504,6250.658501691549
5636.929658689757,5923.768627915195,5931.274583638019,6213.109582381575,6225.619508586282,6220.615538104399
5614.225113297622,5908.617374290218,5916.472011886242,6205.627847814822,6218.718910474862,6213.4824854108465
5629.588116912337,5925.0969486189915,5932.596958909147,6223.105783755698,6235.605800905958,6230.605794045854
5621.934359368694,5923.614986888743,5932.029205456777,6228.1003539314725,6242.124051544863,6236.514572499506
5611.2499375224625,5907.311006084852,5914.811007712944,6205.872075189938,6218.372077903426,6213.372076818031
5624.558532824742,5917.469362331441,5926.3776701793995,6213.349627787459,6228.196807534057,6222.257935635418
5586.364074258114,5902.083300504939,5909.583476463264,6220.302585404538,6232.802878668413,6227.802761362863
5597.125183296984,5918.088483668083,5926.4321797607745,6241.833016070081,6255.739176224566,6250.176712162772
5612.491811844267,5916.750948792335,5924.250982944773,6223.510097124549,6236.010154045278,6231.010131276987
5584.107022021492,5901.26294854678,5908.763744758197,6220.919140475873,6233.420467494902,6228.419936687291
5623.372002319428,5915.316535708806,5922.816535752358,6209.761069112701,6222.261069185286,6217.261069156252
5605.797385811157,5903.0750418251355,5910.575042242839,6202.852697978348,6215.352698674521,6210.352698396052
5587.106868935317,5902.725464820503,5910.225464820508,6220.84406070569,6233.344060705698,6228.344060705695
5638.425524941695,5922.2788488646775,5929.7789862007885,6208.632218566364,6221.132447459882,6216.132355902475
5613.744242407468,5899.986063814958,5908.160560108923,6188.952717320435,6202.5768778103775,6197.127213614401
5630.155164497265,5904.436336461444,5911.936336521165,6181.21750844553,6193.717508545065,6188.717508505251
5602.283965035008,5902.807734230345,5917.807733768285,6208.331503271662,6233.331502501563,6223.331502809602
5620.958239340731,5921.583968795507,5929.084368646705,6224.709831534015,6237.210497952679,6232.210231385214
5617.397810046288,5908.653014437074,5923.653014436774,6204.90821882776,6229.908218827261,6219.908218827461
5582.562633134973,5894.128781510496,5909.128781510484,6210.694929886014,6235.694929885994,6225.694929886002
5613.738666627868,5920.336916117505,5927.836928369324,6229.435169691081,6241.935190110779,6236.9351819429
5612.630050649007,5929.215268372565,5936.715363058497,6248.300517658101,6260.800675467987,6255.800612344033
5588.40774968336,5899.824923880169,5913.385825360846,6215.762398570538,6238.363901038332,6229.323300051215
5604.147174798762,5910.4925260853215,5917.992526394096,6219.337877474804,6231.837877989429,6226.83787778358
5605.79849047162,5928.920200030513,5936.420212864645,6254.541913867449,6267.041935257669,6262.041926701581
5597.289167124868,5908.805781989632,5916.305782028257,6222.822396867272,6235.322396931648,6230.322396905897
5611.632675605926,5911.839862601004,5919.339980083038,6214.54708875676,6227.047284560151,6222.047206238794
5620.78753404771,5925.889423904467,5933.440947352853,6233.508488244017,6246.094360657994,6241.060011692403
5590.093464959189,5913.422125951059,5928.401299250617,6241.743844709447,6266.709133542045,6256.7230180090055
5577.472149187559,5910.862122450689,5918.3621307677795,6246.752098486182,6259.252112348001,6254.252106803274
5592.558278517224,5894.483853620304,5901.98385763501,6198.90943006162,6211.409436752797,6206.409434076326
5618.432904673153,5928.955856015661,5936.455858117197,6241.9788080586795,6254.47881156124,6249.478810160216
5625.239990033157,5909.536883930955,5917.03776455821,6196.334071371172,6208.835539083265,6203.834951998428
5614.944019624199,5906.585318063989,5914.085320782361,6200.726617409903,6213.226621940524,6208.2266201282755
5597.875604187944,5914.600662396569,5922.100664738629,6233.825721385881,6246.325725289315,6241.325723727941
5615.976892356956,5925.80353839964,5933.303538399648,6238.130184442326,6250.630184442338,6245.630184442333
5606.269225384064,5924.095744331414,5931.595765704409,6244.422270403095,6256.922306024754,6251.922291776091
5582.244404394136,5915.495255670704,5922.995255670799,6251.246106947302,6263.746106947462,6258.746106947398
5597.717646603066,5920.088338381634,5927.588338381646,6244.959030160204,6257.459030160225,6252.459030160217
5612.706876148688,5899.7968803275,5907.29937671391,6189.387716635114,6201.891877279131,6196.890213021525
5602.324657816452,5915.81062667381,5923.310654337086,6231.79660475226,6244.29665085772,6239.296632415536
5601.2281957084015,5899.170553072727,5914.170481398748,6202.112886545726,6227.112767089095,6217.112814871747
5617.188269458614,5900.624661449836,5908.124661495882,6186.561053456406,6199.06105353315,6194.0610535024525
5594.356048946336,5899.323227916446,5906.823249170202,6206.790413971142,6219.290449394069,6214.290435224898
5629.445739538872,5916.6702338034265,5924.171366207434,6206.395105535983,6218.896992875997,6213.896237939992
5606.361898994384,5919.438850095811,5926.938850096444,6235.01580119745,6247.515801198504,6242.515801198082
5621.384965091285,5932.988531254764,5940.4887769615025,6247.092179320489,6259.59258883172,6254.592425027227
5627.976162567069,5920.0958788171,5927.597835803694,6214.716247395996,6227.219509040318,6222.21820438259
5615.772998654094,5917.399005031719,5925.021202060702,6221.565743752339,6234.269405467311,6229.187940781322
5609.561524971692,5915.765846202276,5925.5840291413315,6225.242895079212,6241.60653331097,6235.061078018267
5636.469770555562,5916.42329539453,5923.923295421667,6198.876820242543,6211.37682028777,6206.376820269679
5648.117813313122,5938.034329316754,5953.034329316754,6232.950845320389,6257.950845320388,6247.950845320388
5614.75176203781,5907.836215286723,5915.336224974437,6203.420671764872,6215.920687911062,6210.920681452586
5603.7638474258965,5906.761624043972,5917.2401670296895,6213.252248323953,6230.7164866334815,6223.73079130967
5635.899292814884,5916.428612348366,5923.928632761055,6199.457938686078,6211.957972707226,6206.957959098767
5622.071090330883,5918.522809378155,5933.522755941735,6219.974510613289,6244.974421552589,6234.974457176869
5623.706584386504,5928.889143146722,5940.278338409236,6237.868100327778,6256.850092431969,6249.257295590292
5580.184095180425,5892.844208077935,5900.34420808071,6208.004320976369,6220.504320980994,6215.504320979144
5618.310124149313,5902.1027647018445,5911.350835133215,6188.978095398165,6204.3915461171155,6198.226165829536
5595.99021500886,5902.778711094926,5910.278711095081,6212.067207181043,6224.567207181302,6219.567207181199
5603.17867810725,5930.936839074252,5938.436850931558,6261.195003993689,6273.695023755866,6268.695015850995
5604.522294798409,5904.520212906168,5912.022761407706,6207.01898051444,6219.523228017003,6214.521529015978
5630.603229482278,5928.668879792737,5936.168886902682,6229.23453247318,6241.734544323088,6236.734539583124
5610.675214640207,5903.186488691867,5914.818566593843,6199.575122044187,6218.961918547479,6211.207199946162
5619.2807378312855,5927.697330803845,5935.197418366737,6238.613952964036,6251.11409890219,6246.114040526928
5582.030193326261,5908.2148871485015,5916.305474032289,6237.096443265337,6250.580754738316,6245.187030149124
5639.742893252803,5932.93642044002,5941.826296568349,6229.093239670013,6243.909699883894,6237.983115798342
5614.528869822144,5919.793853381737,5927.293860642146,6227.558839361465,6240.058851462148,6235.058846621875
5616.893639652317,5926.030873029892,5933.530873421214,6237.66810653791,6250.168107190112,6245.168106929231
5592.920008198314,5906.974647499884,5914.514591725206,6223.542601543228,6236.109175252098,6231.08254576855
5606.915081006058,5922.805885397154,5931.192494890735,6241.492226286111,6255.4699087754125,6249.878835779692
5641.924953097642,5942.495659402495,5949.99566860015,6245.566368773234,6258.066384102657,6253.0663779708875
5627.680666427105,5938.671883363696,5948.008306152953,6252.77524123004,6268.335945878802,6262.111664019297
5611.930970090179,5905.098443581041,5919.716898859824,6203.138735498165,6227.5028276294715,6217.757190776949
5618.037751522511,5917.539679673771,5925.044078143596,6219.54307398164,6232.050404764682,6227.047472451465
5626.850526180543,5924.79599831005,5932.338199527502,6225.255537512041,6237.825872874461,6232.797738729493
5625.106960207494,5918.198468945226,5925.698836899686,6213.790100334444,6226.290713591878,6221.290468288904
5606.711190581787,5908.133598010574,5915.633598121118,6212.056005476208,6224.556005660447,6219.556005586752
5622.7681966873615,5911.212815076959,5918.712821012656,6202.157435445122,6214.657445337951,6209.657441380819
5619.983951108282,5924.160311419765,5939.160310651802,6233.336671475259,6258.336670195321,6248.336670707296
5579.104979046124,5906.032779266866,5913.532880578639,6235.460613258198,6247.960782111153,6242.960714569971
5606.473619180741,5909.607544745188,5917.10754851182,6215.2414715651785,6227.741477842899,6222.741475331811
5647.787208444249,5952.404542606682,5967.404535454128,6262.021874384932,6287.0218624640065,6277.021867232376
5600.258924543694,5912.370472556499,5927.370451010479,6229.482013387299,6254.481977477265,6244.481991841279
5596.84470241499,5915.172507371765,5922.672943397714,6236.000457670525,6248.5011843804405,6243.500893696474
5602.1011465566835,5921.21143599025,5930.091680267661,6243.28180684962,6258.08221397864,6252.162051127032
5604.747631743079,5932.881970505792,5940.385432943497,6263.517463414409,6276.023234143916,6271.020925852113
5615.672416262084,5926.216101268994,5933.732024229404,6239.2650939293735,6251.791632196723,6246.781016889783
5611.644757334673,5927.793822929459,5942.784688880102,6248.939843841126,6273.924620425532,6263.93070979177
5621.334073963668,5926.974104035661,5934.474104482437,6235.11413425658,6247.614135001206,6242.614134703355
5621.260926694472,5924.400621303597,5931.90077936585,6230.04036860014,6242.5406320372285,6237.540526662393
5610.977092315885,5910.23435903586,5924.899475426853,6214.379997886166,6238.821858537823,6229.04511427716
5607.647551582251,5921.006260804846,5928.506260804963,6236.86497002748,6249.364970027676,6244.364970027597
5623.7354410986045,5926.643943617336,5934.1440350044295,6232.052476598432,6244.5526289102545,6239.5525679855255
5590.426509961686,5912.171341888868,5923.531658624692,6237.702946061324,6256.636807287698,6249.063262797148
5598.131186702038,5884.646307098311,5892.146330106933,6173.661435164126,6186.16147351183,6181.161458172748
