rho_md2md1,rho_md3md1,rho_md4md1,rho_md5md1,rho_mbmd1,rho_kmd1,rho_amd1,rho_bmd1,rho_emd1,rho_gmd1,rho_md3md2,rho_md4md2,rho_md5md2,rho_mbmd2,rho_kmd2,rho_amd2,rho_bmd2,rho_emd2,rho_gmd2,rho_md4md3,rho_md5md3,rho_mbmd3,rho_kmd3,rho_amd3,rho_bmd3,rho_emd3,rho_gmd3,rho_md5md4,rho_mbmd4,rho_kmd4,rho_amd4,rho_bmd4,rho_emd4,rho_gmd4,rho_mbmd5,rho_kmd5,rho_amd5,rho_bmd5,rho_emd5,rho_gmd5,rho_kmb,rho_amb,rho_bmb,rho_emb,rho_gmb,rho_ak,rho_bk,rho_ek,rho_gk,rho_ba,rho_ea,rho_ga,rho_eb,rho_gb,rho_ge
0.9755622032153557,0.9689351849969007,0.9823727087620137,0.9609858272660806,-0.9877640307739527,0.479303904130898,0.18322499310974508,0.008550517183575341,0.9763059659490444,-0.7600397842556521,0.9533256822645124,0.9709674424602214,0.9522329353020397,-0.9840931427221729,0.5376757140239716,0.15737889906337477,0.010224060267978896,0.9569962413375338,-0.7353264483447012,0.958856191727516,0.9325962240341747,-0.9687415335138314,0.5174073114881096,0.24675922711724682,0.013228841661855215,0.9702931445788884,-0.8375633744401976,0.9615153225137048,-0.9830868287815782,0.48949409337706695,0.2617697498096187,-0.0023250016200818185,0.9699825323588885,-0.8185869612806855,-0.9732962548135895,0.48899624042814094,0.24789484477880028,0.007818125725320974,0.9405074047156967,-0.7112681469809479,-0.5630341252843726,-0.24723177026607937,-0.0024659864607127703,-0.9691272730725031,0.7627086896798251,-0.025432560578871763,0.009118032269666697,0.5101062204210358,-0.35185158371615055,-0.0009397875186154048,0.18146304390600643,-0.385860678774633,0.009432770384998899,-0.059714790941275755,-0.795701108878232
0.41259781265284995,0.11891433927477778,0.5387901049806294,0.421344990157349,-0.5163723225323498,-0.22828060763384955,0.03594803493580182,0.15637453881675653,-0.007819401791215284,0.018493266049619587,0.08997989629550072,0.3577747559200872,0.3967580938900607,-0.44398477043209444,0.08081275346688159,-0.2724691930787954,-0.3560177636184628,-0.006334044147689244,0.013858681575235596,0.05616131535882299,0.06102364443428911,-0.07342281536551183,-0.006695546452646321,-0.01878697293117484,0.0312851505478274,-0.11249640237027204,-0.03810542582999176,0.4788777581160014,-0.6281900051748216,-0.16823112558044234,0.2670893445253789,0.001636233120543852,-0.0022563712386470106,0.010804574108635664,-0.5983135234972266,-0.06306763322669087,0.20284986381063297,-0.18297547191776756,-0.003734476221175838,0.009100742004630928,-0.26919641549201034,-0.48705793298818106,0.05589382589472392,0.0019498323550182495,-0.013935391838645127,-0.0885226409114153,-0.0013182117460653494,-0.0003838091273872807,-0.01924106412602123,0.21910922616831202,0.006132551364291928,-0.005950711016841147,-0.0037453734440156096,-0.007467601255216257,0.09837196487609932
0.707674586124521,0.5609759680068982,0.3162736069955477,0.22397100426082392,-0.05010756133072779,-0.14145762572352572,0.3123274784910919,-0.11556324829480294,0.0014636057354710217,-0.7295502531801411,0.48081604997221633,0.20537783232126902,0.2730075950179437,-0.2182367667600951,0.11239864928469345,0.2866325466919023,-0.18147662012837712,0.0012916489823385315,-0.6829110479655425,0.01695197585870977,0.06091484115367754,0.6006873680276251,0.07257918664766085,0.08157745736287043,-0.010860918094912325,0.0023746357657047626,-0.8494296269056935,0.13146626326666822,-0.17008017398815511,-0.28642632999481143,0.12452608948244441,-0.042296971885533996,-0.00027098567078035184,-0.09357212234663938,-0.19190374269377283,-0.05131217042096304,0.1287249325332179,-0.03275272646648408,2.5593170266889496e-05,-0.15956540305397204,-0.3465859191778175,-0.07922094702230831,-0.03652400862263747,0.0009003536509487927,-0.2388525459591532,-0.01709527943999207,0.023470630983613905,0.0012075933877328316,-0.21556319643372637,-0.07583916170159276,0.00024242410258524188,-0.22772328326379615,2.001318819115017e-05,0.10902834231710656,-0.002329355019840331
0.5192016057197452,0.6091912208792322,0.34966740616873815,0.4622896278672329,-0.599909427051131,0.1447474574482072,-0.23675875311841962,0.3332077560421436,0.0012388676058499289,0.23391879793669035,0.5671133453790033,0.1702669925924943,0.46410014596813937,-0.5775410786732698,0.3585036235342272,-0.49028670673555874,-0.19677548949918247,-0.011102849891678167,0.19963957544946406,0.26070326323929943,0.48569001751944335,-0.6840834152672192,0.40226157664836415,-0.23673744427797763,0.18502446506263162,-0.0007045825085083122,0.16009901630878842,0.21162978812803065,-0.3273264914187813,0.23025616553689177,0.04015786829556255,0.5073485159944161,-0.008138551712784731,0.8434596732738846,-0.6151954782861183,0.23966389029159277,-0.07947793443204687,-0.08076631038607823,-0.008117246167818747,0.19402265418726403,-0.6231201993494431,-0.0870024682416828,-0.08488473486517528,0.00427537852121495,-0.19282584044840667,-0.1654449328782336,0.044374204437198465,-0.0015415142806972438,0.08987471716662516,0.08502394076716008,0.002216320937804138,0.08047252335417786,0.02132884111219943,0.08558755569982933,-0.02102083379165329
0.6130294761332101,0.59889475528908,-0.0295722262865692,0.4986137916805418,-0.5903948332935463,0.1191838808818646,-0.3170544300840841,0.0007754676711657806,-0.027340635299448357,0.0013264626001262927,0.6094590163962704,-0.020043132053677373,0.45394372318531984,-0.5939918382239296,0.369836450953253,-0.45495981889204734,-0.0006996272416236796,-0.041894199001329985,0.0022298902560069513,-0.02949740086354877,0.4821822809664318,-0.6634835072416255,0.35932781560811444,-0.28379930006777326,0.0044430403634553245,0.019997461433387622,0.0004858239182952033,-0.02295441832056385,0.03146527501900332,0.003242626038213938,-0.0028453815754596523,0.003982929825461448,-0.7439039621364237,0.0007371290476034854,-0.6173796654499217,0.21038661992916266,-0.02558239431876478,0.0007484945445126326,-0.054555693565308934,-0.0018405836019212787,-0.5900207591912436,-0.1218592321539188,-0.0063833427068709205,0.017021002946152296,-0.001012911346870536,-0.15458131502075276,-0.0028648695303047688,-0.016350952182620657,0.0014263425868148636,0.009569867165751526,0.026842639109707158,-0.0035277398450652667,-0.047734498253035135,-0.004834345551390427,-0.01752345192596385
0.9448013692611016,0.9419278329400907,0.8204862333177506,0.7850612453614325,-0.5537913307954899,0.21319924203245877,-0.07184840316594487,0.3182091341515026,0.015205922184940076,-0.9190385550041296,0.9423515600246043,0.8205952611734219,0.8000337470082393,-0.5954109019887407,0.29684020746420736,-0.059476350204985415,0.247655512943735,0.014775738951821802,-0.9071097978384439,0.8104521791472393,0.7875093421047267,-0.5963972133514558,0.3071764600313307,-0.07878341197090483,0.30196008834470883,0.014549720319277709,-0.9008769032417252,0.7647698604321425,-0.6923962982275794,0.1167239080154898,-0.12998362463439997,0.5184622947021089,0.005760356304355647,-0.6774005598892379,-0.7077590724707674,0.1878350367674116,-0.12572904653677536,0.4694047804574594,0.006796086009335397,-0.6663076842524435,-0.3598666290755432,0.18393038529127528,-0.8396839126585929,0.005471300599675335,0.27627035623957513,-0.04735459345599517,0.17311558911427993,0.007704481351203599,-0.29062555988393646,0.029125718238909883,0.0020273002343950083,-0.003025394867162797,-0.011092661846816666,0.013960271396486404,-0.02154768888331074
0.9971396042989747,0.9980114742672133,0.9958745794560158,0.9919994157695955,-0.9972269558339858,0.8349668799935646,-0.09023039341127105,0.03379994315699279,0.6836383255647359,-0.9958783249620681,0.9976605477989201,0.9945167047442449,0.9924417473388245,-0.9971690840844187,0.8508567067755077,-0.10551121162349923,0.03325087082186789,0.6836991215743222,-0.9960142702514496,0.9948503898268092,0.9932791599375543,-0.9978012863519103,0.8455181059780542,-0.09550822149870353,0.03500729683413913,0.6861282503752382,-0.9962621608967343,0.9914093619053752,-0.9963121560053058,0.8322341200395157,-0.05625508645755709,0.03363868514914347,0.6764655350520898,-0.9954933216618969,-0.9942722530042252,0.8383965044288985,-0.05434367485514196,0.029362463035313324,0.675798314354426,-0.9935942531789445,-0.8550224220516067,0.05096433518694539,-0.035899641293743574,-0.6799948887338558,0.9980907212778787,-0.17437598148427816,0.04494273556611397,0.570489384381668,-0.8474230992907313,0.050813686541891695,-0.10624579985506859,0.058097810274182274,0.029326472532261248,-0.03956845138865852,-0.6789818672224165
0.9709447735417486,0.9762808560968884,0.9669494094005658,0.9505035940231119,-0.9799594939663346,0.42212952347847754,-0.004042743746757518,-0.003582348479443966,0.03512260325093934,-0.9798904231564145,0.9809109440138492,0.9661683811993438,0.959130881144591,-0.9893967905165928,0.4882548566981034,-0.005216126761579936,-0.12018001527794331,0.036121467410238306,-0.9873527336361491,0.9624127232294719,0.9534143907968144,-0.9858953572112821,0.49337452842951895,-0.007703672214330218,-0.05456678919373654,0.035592582413174104,-0.9855267252560947,0.9455382825195755,-0.9700666224279421,0.4209099965020985,-0.007416293913358308,-0.08641018081623084,0.03690430860311296,-0.9615199906331386,-0.965647843158926,0.4450484974122162,0.0027294786624370813,-0.1299343427848577,0.036977818633635195,-0.9576119170204026,-0.5418732395277249,0.0026449795190087136,0.1033418843724682,-0.03632036211891868,0.9892345427262209,-0.00914014485329323,0.037035635134031575,0.007570553260374033,-0.5163319402195081,-0.043875209984813056,0.000515399134081068,0.014442060356577042,-0.02816332632787824,0.025239907654127723,-0.03380504708813254
0.9496895878392153,0.9227751832500769,0.9578970921865134,0.9216579313691672,-0.9643023309012703,0.16273982835094272,-0.02275430291817194,0.1005269237960543,0.05546412939412168,0.5683227808119097,0.9244411516802391,0.9570206802625385,0.9433030906320663,-0.9819069732182449,0.3004367916984953,-0.023203927123962347,-0.04235561846119464,0.054174641713708234,0.5505433664912815,0.9573246186638953,0.905555096657761,-0.9425996302228633,0.19558707081805216,-0.06122545382458003,0.08772288744137952,0.07029288068528192,0.7172169024979407,0.9382966431597651,-0.9651874614893525,0.19153808966820018,-0.036265615131635814,0.030993331834003622,0.060993029415219016,0.631357129462864,-0.9539912011957441,0.22759423209019755,-0.04509140844548223,-0.04662981183861024,0.05422767766936813,0.5441426411877396,-0.33642904303504806,0.042426266464096196,-0.017858958729743375,-0.05509702366670152,-0.5614425438473397,-0.029348693192746873,0.06794551977939867,-0.0008153400346739971,0.00605221605560068,-0.006858864161673423,-0.006492787574400143,-0.03501973358879471,0.014083325499597519,0.1920312671961906,0.06221114310887004
0.9729936101342828,0.9754518089009542,0.9669996848823694,0.9607983957882265,-0.9647448331987892,0.439929466180792,-0.09294777145612264,0.09672088308009032,-0.06495399328002324,0.3483123753725095,0.9712047636055855,0.9605330093838996,0.9580766953078503,-0.9613613409756422,0.5113148407369924,-0.1290597105273047,0.10642869503553105,-0.06439026883549405,0.35258866365130764,0.9701671784487444,0.9692217680500674,-0.9841639023678468,0.5073683021451965,-0.0037144060847485554,0.11190325431656138,-0.06669304226040909,0.3812596549752373,0.9681551938901336,-0.980536751424212,0.43728861228795185,0.02371014064114184,0.11216597732983276,-0.06875415208613721,0.47279247168639227,-0.9774748957196685,0.47375995609440064,0.026778212256922947,0.10612678030055125,-0.0680035834714899,0.43415094716318886,-0.515029437734739,-0.09287123859710762,-0.10826305688225203,0.07075253656478339,-0.49336748022221516,-0.15861575204089326,0.0653371214913773,-0.03359811490517693,0.08028742145649699,0.04700740924986454,-0.020032159524084853,0.39903120306544665,-0.005384943932702003,0.015187795920265404,-0.048097156289099434
