0_state,1_state,2_state,3_state,4_state,5_state,6_state,7_state,8_state,9_state,10_state,11_state,12_state,13_state,14_state
5794.129491469956,5821.629776954479,6089.314264995323,6103.744815414896,6102.384000060275,6116.814550479847,6138.597442254765,6388.855616875675,6410.638508650593,6390.216432230296,6403.286167295247,6425.069059070165,6455.565107555051,6401.925351940626,6429.425637425149
5790.102427323784,5809.173020805783,6071.233713424714,6082.804301778694,6078.733718552734,6090.3043069067135,6102.804315453414,6354.865001234984,6367.365009781685,6358.9355844609445,6366.435589588964,6378.935598135665,6396.435610101045,6362.365006363005,6381.435599845005
5817.911364005569,5847.91135907084,6102.017998480162,6124.517991154244,6109.5180008713505,6132.017993545433,6144.517997530747,6388.624633751817,6401.124637737132,6403.624624034711,6411.1246264259,6423.624630411214,6441.124635990654,6396.124636143006,6426.124631208277
5814.650947413726,5844.650907318469,6106.560166304944,6121.560135622485,6121.560156892145,6136.560126209687,6161.560110521688,6403.469382058562,6428.469366370563,6403.469360788903,6418.469351376104,6443.469335688105,6478.469313724908,6418.469372645763,6448.469332550506
5813.903309996191,5837.028297540655,6106.590305920692,6122.2150303581775,6114.090569027672,6129.715293465157,6142.215731976789,6401.777389547521,6414.277828059154,6409.901850878026,6417.402113985006,6429.902552496638,6447.403166412924,6409.2776526545,6432.402640198965
5826.980899992014,5844.000890726356,6113.660316085967,6123.180298297285,6121.160324608991,6130.680306820309,6143.180321025349,6402.839735020928,6415.339749225968,6404.859708709221,6412.359717232245,6424.859731437286,6442.359751324343,6410.339743543952,6427.359734278294
5813.185822022783,5843.185741567096,6096.844232053772,6119.344151218312,6104.344232433545,6126.844151598085,6139.344152231039,6383.0026422113515,6395.502642844305,6398.0025609961185,6405.502561375891,6418.002562008845,6435.502562894982,6390.502642591124,6420.502562135436
5805.77454458132,5827.988281242046,6104.556965027829,6119.270700277352,6112.056966439032,6126.770701688555,6139.27070404056,6405.8393859447415,6418.339388296747,6413.0531197830605,6420.553121194263,6433.0531235462695,6450.553126839077,6413.339387355944,6435.55312401667
5815.342367818454,5837.219027656646,6102.130782954072,6116.5048290209725,6109.633396725363,6124.007442792265,6136.511799077751,6391.4200693467865,6403.924425632273,6398.291501642396,6405.794115413688,6418.298471699174,6435.804570498854,6398.922683118079,6420.799342956271
5808.256220733012,5838.256164549541,6107.2720816464025,6129.772014210268,6114.772092899067,6137.272025462931,6149.77204421737,6408.787946310682,6421.287965065121,6423.787867621883,6431.287878874547,6443.787897628986,6461.287923885201,6416.287957563345,6446.287901379874
5793.42019832916,5812.384652343169,6076.704955953044,6088.169407294945,6084.204958625152,6095.669409967054,6108.1694144205685,6362.48971446763,6374.989718921144,6366.454163137422,6373.954165809531,6386.454170263046,6403.954176497966,6369.989717139739,6388.954171153749
5805.402743952979,5827.832269695255,6104.792923100363,6112.234481513274,6119.780890429727,6127.222448842638,6152.202394391579,6409.179091357534,6434.159036906475,6401.63268244108,6416.620649770444,6441.600595319386,6476.572519087904,6424.167058686899,6446.596584429174
5834.392021119382,5861.76143882889,6097.333921180494,6117.2017089451,6104.835551125397,6124.703338890003,6137.206055464841,6362.776364556575,6375.279081131413,6375.142522376278,6382.644152321181,6395.1468688960185,6412.650672100791,6370.277994501477,6397.647412210986
5781.077693704272,5802.560631776703,6085.088821979265,6099.071759322856,6092.588822708106,6106.571760051696,6119.07176126643,6391.599950497206,6404.09995171194,6398.082887111957,6405.5828878407965,6418.08288905553,6435.582890756158,6399.099951226046,6420.582889298477
5815.354768947057,5831.03001035853,6096.043649117139,6104.218885453798,6103.543654191953,6111.718890528611,6124.2188989866345,6379.232530978826,6391.732539436849,6379.907762240671,6387.407767315485,6399.907775773508,6417.407787614739,6386.73253605364,6402.407777465112
5810.706652517492,5840.665490319889,6094.712803034228,6117.171616141179,6102.212827729674,6124.671640836625,6137.171681995701,6381.21896178278,6393.719002941856,6396.177750194285,6403.67777488973,6416.177816048807,6433.677873671514,6388.718986478226,6418.677824280622
5809.345568044582,5839.3454826622155,6093.277405257428,6115.776669490782,6100.7780556417065,6123.277319875061,6135.778403848859,6379.709459265033,6392.210543238831,6394.708073114108,6402.208723498387,6414.709807472185,6432.211325035502,6387.210109649312,6417.210024266945
5830.764338961113,5849.035483968005,6124.386561246992,6135.056356294133,6131.987911206742,6142.657706253884,6155.326622853468,6420.542566852789,6433.211483452373,6423.611011940179,6431.21236189993,6443.881278499514,6461.617761738931,6428.143916812539,6446.415061819431
5818.399724751906,5847.7954402691585,6110.027256719777,6131.922972154488,6117.527256802318,6139.422972237029,6151.9229723745975,6404.154788715161,6416.654788852729,6418.5505040673315,6426.050504149873,6438.55050428744,6456.050504480036,6411.654788797702,6441.050504314954
5808.713427897999,5838.71339153639,6082.468401043976,6101.518254206942,6093.4185115194,6112.468364682367,6130.718548808074,6359.873411015094,6378.123595140801,6367.9731537026355,6378.92326417806,6397.173448303767,6422.723706079758,6370.823521490518,6400.823485128909
5835.32681017394,5865.326810143791,6110.181802461076,6132.681802389708,6117.681802502294,6140.181802430926,6152.681802499623,6387.53679476195,6400.036794830647,6402.536794649363,6410.036794690582,6422.536794759279,6440.036794855455,6395.036794803168,6425.036794773018
5822.105435641777,5841.364877308087,6108.804356024328,6120.562562304277,6116.305591410688,6128.063797690636,6140.565856667904,6398.003688202332,6410.5057471796,6402.260659095922,6409.761894482282,6422.263953459549,6439.766836027723,6405.504923588693,6424.764365255002
5800.646177217762,5830.642767689048,6100.592869471704,6122.887185664349,6108.295143750346,6130.58945994299,6143.426583740727,6403.106986485195,6415.944110282932,6417.699028399197,6425.401302677839,6438.2384264755765,6456.210399792408,6410.809260763837,6440.805851235124
5803.936380767217,5833.9363797620545,6074.9525628336405,6097.4525007250995,6082.452623937019,6104.952561828478,6117.452663667442,6348.468765267857,6360.968867106821,6363.468642055938,6370.968703159316,6383.46880499828,6400.968947572829,6355.968826371235,6385.968825366072
5793.187546426534,5823.187533265144,6098.420150826173,6120.920135610721,6105.920152880235,6128.420137664783,6140.92014108822,6406.152755910499,6418.652759333935,6421.152738640985,6428.652740695047,6441.1527441184835,6458.652748911295,6413.652757964561,6443.652744803171
5809.795217951443,5824.796181112709,6086.674110257568,6088.684773595852,6099.66441008055,6101.675073418834,6123.325573123803,6367.883102504686,6389.533602209655,6356.903466019989,6369.8937658429695,6391.544265547939,6421.854965134897,6380.8734023276675,6395.874365488933
5816.316007070238,5843.905934527211,6100.915337203171,6113.50526475289,6115.915337110424,6128.505264660143,6153.505264505566,6390.514667305187,6415.514667150609,6388.104594947653,6403.104594854906,6428.104594700329,6463.10459448392,6405.51466721244,6433.104594669413
5809.512132117992,5830.070431907889,6084.318032016147,6097.373080854464,6091.821282967727,6104.876331806044,6117.3817500586765,6361.625015564829,6374.130433817461,6367.176813451565,6374.680064403145,6387.185482655778,6404.693068209464,6369.128266516408,6389.6865663063045
5794.285562874921,5809.285567081308,6090.438815277003,6096.494307259384,6099.383327501009,6105.43881948339,6120.346339856733,6389.573571753754,6404.481092127096,6386.684551512129,6395.629063736134,6410.536584109477,6431.407112632158,6398.5180839777595,6413.518088184146
5802.8999630677445,5832.899961833315,6080.418769874767,6095.418859419957,6095.418679095149,6110.4187686403375,6135.4186173409735,6362.9375464219165,6387.9373951225525,6362.937726746724,6377.937635967106,6402.937484667741,6437.9372728486305,6377.937455642298,6407.937454407868
5827.032835667165,5842.036741757743,6133.602721698998,6141.1055403030405,6141.103809185533,6148.606627789575,6161.108440267133,6442.672970226343,6455.174782703901,6442.674701343852,6450.1757888303855,6462.677601307943,6480.1801387765245,6450.174057712878,6465.177963803455
5804.885305115056,5834.8852278969425,6095.350294903763,6117.8502175595695,6102.850295029843,6125.350217685649,6137.850217895782,6388.315284734497,6400.815284944631,6403.315207264223,6410.815207390303,6423.315207600436,6440.815207894623,6395.815284860577,6425.815207642463
5808.909189023596,5828.966242791769,6078.363391879954,6083.427168899338,6093.356668628744,6098.4204456481275,6123.409240229444,6352.815353652576,6377.804148233892,6342.88585392317,6357.8791306719595,6382.867925253276,6417.852237667119,6367.808630401366,6387.865684169539
5796.307473746511,5826.307473479071,6080.590803203424,6103.090367969809,6088.091238169599,6110.590802935983,6123.091527879607,6367.3742776490635,6379.875002592687,6382.373407449274,6389.873842415448,6402.374567359072,6419.875582280146,6374.8747126152375,6404.874712347797
5800.5241805739,5817.443031477391,6090.491391068332,6099.910241067682,6097.991391972473,6107.410241971823,6119.9102434787255,6382.958601864146,6395.458603371048,6384.877450959355,6392.3774518634955,6404.877453370398,6422.377455480061,6390.458602768287,6407.377453671778
5798.798612505794,5823.828394206574,6064.683391619054,6079.864299269359,6074.532265669529,6089.713173319834,6106.127963403958,6333.85112874914,6350.265918833265,6339.18316234897,6349.032036399445,6365.44682648357,6388.427532601343,6343.700002799615,6368.729784500394
5806.475914279355,5821.480432897276,6094.20668620372,6099.775571730516,6103.642319294846,6109.211204821641,6124.937259973517,6385.0826691584625,6400.808724310338,6381.215921594133,6390.651554685258,6406.377609837134,6428.39408704976,6394.518302249588,6409.522820867509
5816.854501580542,5831.854512535422,6101.0422089679705,6101.672463780752,6115.411965110068,6116.042219922851,6139.991813493013,6390.019835069431,6413.969428639593,6376.280333740115,6390.650089882213,6414.599683452376,6448.129114450604,6404.389591211529,6419.389602166409
5797.539326168725,5827.538342411108,6075.569313306802,6093.548199369198,6087.589443486788,6105.568329549184,6125.601879849161,6357.606010504873,6377.63956080485,6363.564766387283,6375.584896567269,6395.618446867246,6423.665417287214,6369.626140684859,6399.625156927242
5798.354593937209,5828.3545340878845,6094.972062393004,6114.875279584207,6105.068785352477,6124.97200254368,6141.799874142801,6394.955105168625,6411.782976767746,6404.761599400356,6414.858322359828,6431.686193958949,6455.245214197718,6405.051828128097,6435.051768278773
5814.1196771285495,5829.12013599623,6098.176564057595,6105.676457509384,6105.677129473487,6113.177022925275,6125.6779652850955,6384.733639458605,6397.234581818425,6384.732967494501,6392.2335329103935,6404.734475270213,6422.23579457396,6392.234204874497,6407.234663742177
5790.68473126188,5805.684742366629,6076.947267106243,6076.94904607034,6091.9454992468945,6091.9472782109915,6116.944331778744,6368.209213664156,6393.206267231908,6353.212760487602,6368.210992628254,6393.208046196005,6428.203921190858,6383.207445804807,6398.207456909556
5831.00990375776,5861.009903722229,6118.332162213197,6137.974387934045,6128.689936456819,6148.332162177666,6165.595119250368,6409.1070120831755,6426.369969155878,6418.3914635604015,6428.749237804022,6446.012194876725,6470.180334778508,6419.4647863267965,6449.464786291265
5822.490917519693,5848.6550087084,6104.490699127338,6123.154790316045,6111.990699127338,6130.654790316045,6143.154790316045,6388.990480734983,6401.490480734983,6400.154571923689,6407.65457192369,6420.15457192369,6437.65457192369,6396.490480734983,6422.65457192369
5819.9381046576245,5834.938104659147,6111.761177067147,6112.539454738937,6125.98289939688,6126.76117706867,6150.464047618225,6408.32482358658,6432.027694136135,6394.881378928637,6409.10310125837,6432.805971807925,6465.989990577302,6422.546545916313,6437.546545917836
5814.56159237097,5843.04756301623,6075.991038199758,6091.87543122514,6088.592615819635,6104.477008845018,6125.47963821148,6341.621009901838,6362.6236392683,6344.903825307343,6357.5054029272205,6378.508032293683,6407.91171340673,6354.2225875217155,6382.708558166975
5802.511154556961,5831.865323433728,6092.25573837341,6110.981140267421,6102.884505356166,6121.6099072501775,6139.324518888105,6385.543244517446,6403.257856155373,6393.6398794287,6404.268646411456,6421.983258049384,6446.783714342482,6396.172011500202,6425.526180376969
5819.379362445502,5834.379362800543,6111.4538037371685,6118.953731104904,6118.953876724474,6126.45380409221,6138.953925737719,6406.0282693579375,6418.528391003447,6406.028123738368,6413.528196725673,6426.028318371183,6443.528488674895,6413.528342345243,6428.528342700284
5814.00043798045,5837.252824099378,6109.163494820255,6124.915434017606,6116.663941741832,6132.415880939183,6144.916625808477,6406.826700633918,6419.327445503212,6415.078192909692,6422.578639831268,6435.079384700563,6452.580427517576,6414.327147555495,6437.579533674422
5806.496802338363,5830.99026992725,6088.971891494144,6105.965358037562,6096.471892539615,6113.465359083031,6125.965360825482,6373.946980998417,6386.4469827408675,6383.440446496364,6390.940447541834,6403.440449284284,6420.940451723714,6381.446982043887,6405.940449632774
5802.100706773337,5817.144976156738,6094.4902137705085,6096.387707971346,6107.636988953073,6109.53448315391,6131.44577512485,6391.261979161868,6413.173271132808,6380.01269818014,6393.159473362704,6415.070765333645,6445.746574092962,6404.408754344432,6419.453023727833
5821.335563498806,5851.334484444441,6112.679937981872,6135.178857614593,6120.179939294787,6142.6788589275075,6155.178861115699,6406.524312902577,6419.024315090768,6421.523231222382,6429.023232535297,6441.523234723489,6459.023237786956,6414.024314215491,6444.023235161127
5832.853263404911,5847.8532697312485,6112.23571777296,6119.735716536212,6119.735725336046,6127.235724099298,6139.7357367044415,6394.118174662039,6406.618187267182,6394.1181658622045,6401.6181734252905,6414.118186030434,6431.6182036776345,6401.618182225125,6416.6181885514625
5823.099034034915,5853.0990340346925,6116.104616650976,6138.604616650753,6123.604616650976,6146.104616650753,6158.604616650753,6411.6101992670365,6424.1101992670365,6426.610199266814,6434.110199266814,6446.610199266814,6464.110199266814,6419.1101992670365,6449.110199266814
5789.182721047072,5818.021823539232,6086.6564747286375,6107.995557389432,6094.156494560002,6115.495577220798,6127.995610273073,6386.630235020657,6399.130268072932,6400.469297850087,6407.969317681453,6420.469350733728,6437.969397006913,6394.1302548520225,6422.969357344183
5800.998235585487,5823.860693161856,6063.654848360969,6075.648860655915,6074.523293642392,6086.517305937337,6104.631381406375,6329.9342762302595,6348.048351699297,6331.059843243783,6341.928288525205,6360.042363994243,6385.402069650896,6340.802721511682,6363.6651790880505
5814.911146700212,5829.913128750362,6099.942489292929,6107.444438347135,6107.442522288875,6114.944471343079,6127.444526336321,6387.473842884295,6399.973897877537,6387.475758942554,6394.975791938499,6407.475846931741,6424.97592392228,6394.97387588024,6409.97585793039
5812.283148400342,5832.81675390331,6089.231815514981,6102.265271183632,6096.731965349298,6109.765421017949,6122.265670741811,6368.680532574392,6381.180782298254,6374.213838408727,6381.713988243044,6394.214237966905,6411.714587580311,6376.180682408709,6396.714287911677
5825.016154298672,5840.016183675822,6079.182648105054,6086.682673883536,6086.6826517037225,6094.182677482204,6106.682683479984,6335.849143110992,6348.3491491087725,6335.849165290806,6343.349168889474,6355.849174887254,6373.349183284146,6343.34914670966,6358.34917608681
5811.807889330365,5841.807669007392,6087.555538287314,6110.055084670779,6095.055771580877,6117.555317964342,6130.055706786947,6365.803265008784,6378.303653831389,6380.802578098686,6388.302811392249,6400.803200214854,6418.3037445665,6373.303498302347,6403.303277979375
5786.406086045794,5816.406085347821,6081.3800917586605,6096.380415302693,6096.379767516655,6111.380091060688,6136.379550657346,6381.353989390859,6406.353448987517,6381.354637176896,6396.354312934891,6421.35377253155,6456.353015966872,6396.353665148854,6426.353664450881
5825.709885192561,5840.712682857725,6114.769302769518,6122.270977124133,6122.270426080066,6129.772100434681,6142.2739726189275,6406.329094783323,6418.830966967569,6406.329645827392,6413.83076913794,6426.332641322185,6443.835262380129,6413.830218093871,6428.833015759034
5817.707815875273,5840.270853380545,6093.749252422932,6108.812016571554,6101.249525779583,6116.312289928204,6128.812745522622,6372.2907800894745,6384.791235683892,6379.8532708814455,6387.353544238096,6399.853999832514,6417.354637664699,6379.791053446125,6402.354090951398
5828.991372214793,5846.726667323779,6108.536120498171,6118.769945711238,6116.03759039409,6126.271415607157,6138.773865433689,6390.581358746854,6403.083808573386,6393.313714064001,6400.81518395992,6413.3176337864525,6430.821063543598,6398.082828642773,6415.818123751759
5803.668667590573,5827.899063587275,6090.5146824080375,6101.649351971623,6103.610408841153,6114.74507840474,6136.5712891265985,6381.725939369873,6403.552150091732,6379.764882500343,6392.86060893346,6414.686819655319,6445.243514665922,6394.821665802989,6419.052061799691
5814.424527646889,5844.424526907218,6106.13014006296,6121.130139325653,6121.130140060597,6136.130139323289,6161.13013931935,6402.835752478243,6427.835752474304,6402.835751743299,6417.835751740935,6442.835751736996,6477.835751731482,6417.835752475879,6447.835751736208
5823.293239311271,5853.293214229922,6098.158749279399,6120.658722910647,6105.658750566802,6128.158724198051,6140.658726343723,6375.52425967666,6388.024261822333,6390.524232020504,6398.024233307908,6410.524235453581,6428.024238457523,6383.024260964064,6413.024235882715
5807.518618602093,5826.030373740139,6101.577802471363,6111.650249721826,6110.0171103589455,6120.089557609409,6134.155070755381,6398.4500889698265,6412.515602115798,6400.083228332707,6408.52253622029,6422.588049366262,6442.279767770621,6406.889396857409,6425.401151995456
5801.4767518861945,5824.677403922256,6075.8245362541575,6091.525185769172,6083.324538775205,6099.025188290219,6111.525192491965,6352.672321462469,6365.172325664214,6360.872968456437,6368.372970977484,6380.872975179229,6398.372981061672,6360.172323983516,6383.372976019578
5803.0655482253815,5827.476347251011,6092.971271269188,6109.880636281578,6100.472705282428,6117.382070294818,6129.8844603168845,6385.3774723174065,6397.879862339473,6394.785403316557,6402.286837329797,6414.789227351863,6432.292573382756,6392.878906330647,6417.2897053562765
5823.593448462074,5838.593448462074,6083.659122616715,6083.659122616718,6098.659122616712,6098.659122616715,6123.65912261671,6348.724796771356,6373.724796771351,6333.724796771362,6348.724796771359,6373.724796771354,6408.7247967713465,6363.724796771353,6378.724796771353
5807.9525311226635,5837.950937440532,6095.143138646952,6117.639909321126,6102.644774290648,6125.14154496482,6137.644271037646,6384.834291385806,6397.337017458632,6399.829426416284,6407.33106205998,6419.833788132804,6437.337604634759,6392.335927029501,6422.3343333473695
5806.844971032361,5825.8833400858075,6091.886649471134,6103.4248213675355,6099.386846628178,6110.92501852458,6123.425347119654,6379.428393628921,6391.9287222239955,6383.4663683682775,6390.966565525323,6403.466894120397,6420.967354153501,6386.928590785966,6405.966959839412
5792.727366591696,5817.410252177027,6094.574838038939,6111.7577230650195,6102.074838598189,6119.25772362427,6131.757724556353,6398.922309672599,6411.422310604683,6408.60519413943,6416.10519469868,6428.605195630764,6446.10519693568,6406.422310231849,6431.10519581718
5810.337539981558,5825.337542082678,6097.0828669047305,6100.50171727608,6108.664018634501,6112.082869005851,6131.384788555469,6387.688577737828,6406.9904972874465,6379.526276379406,6391.107428109178,6410.409347658796,6437.4320350282605,6399.269729467599,6414.269731568719
5800.219517771984,5826.420980697437,6089.213355606199,6107.903533684138,6096.724640453713,6115.414818531652,6127.933626610841,6380.710955056253,6393.229763135442,6391.889848286679,6399.401133134192,6411.919941213381,6429.4462725242465,6388.222239903766,6414.423702829219
5823.060458110475,5850.41836730009,6124.069041119545,6136.431683014592,6139.064308414112,6151.426950309159,6176.419062466772,6430.076046560136,6455.068158717749,6427.443421160615,6442.438688455183,6467.430800612796,6502.419757633453,6445.0713138547035,6472.429223044318
5792.880608175627,5809.195790625695,6065.975965048234,6074.78984996296,6073.477262583576,6082.291147498302,6094.793310057205,6341.571754432622,6354.073916991525,6342.884341812005,6350.385639347348,6362.887801906251,6380.390829488716,6349.073051967964,6365.388234418032
5818.696873644557,5833.697161806742,6114.960641635079,6122.0038240193635,6122.917747412978,6129.960929797264,6143.2227727604295,6413.876778218234,6427.1386211814,6412.962854824619,6420.919960602519,6434.181803565685,6452.748383714118,6421.833883996133,6436.834172158318
5811.992301652142,5826.993136661786,6108.325473428776,6115.086441477256,6116.5653403899405,6123.32630843842,6137.05942004036,6407.405267525798,6421.1383791277385,6405.9263686131135,6414.166235574277,6427.899347176218,6447.125703418935,6415.645134486962,6430.645969496606
5832.094023745611,5847.094026455892,6096.420507693358,6096.420842826725,6111.420175270272,6111.420510403639,6136.419956365163,6365.74688083341,6390.746326794933,6350.747548389863,6365.747215966777,6390.7466619283,6425.745886274434,6380.746548410324,6395.746551120606
5802.77313280087,5832.773123061731,6082.274912501374,6104.774354287356,6089.775460976252,6112.274902762235,6124.775816887031,6364.276875026838,6376.777789151634,6379.275768337942,6386.77631681282,6399.277230937617,6416.778510712333,6371.777423501716,6401.7774137625765
5797.050296132276,5827.050296131997,6082.859168418011,6097.859168417765,6097.859168417978,6112.859168417732,6137.859168417676,6373.668040703736,6398.66804070368,6373.668040703523,6388.668040703489,6413.668040703434,6448.668040703356,6388.668040703702,6418.668040703423
5825.545362096168,5855.544983593385,6086.882230984929,6101.881864524793,6101.882218942283,6116.881852482146,6141.881832411069,6353.2190958594765,6378.219075788399,6353.218741441986,6368.21872939934,6393.218709328263,6428.218681228754,6368.21908381683,6398.218705314047
5801.887032267474,5831.886867918437,6088.056177752316,6110.555230386954,6095.556960768641,6118.056013403279,6130.5573184304885,6376.7255842426,6389.226889269809,6391.723853860913,6399.2246368772385,6411.725941904448,6429.22776894254,6384.226367258926,6414.226202909889
5816.636033352805,5840.85415995417,6085.869189245256,6100.329972779879,6095.626532311999,6110.087315846622,6126.349554291193,6358.354792826623,6374.617031271195,6363.058233294503,6372.815576361246,6389.077814805818,6411.844948628218,6368.112135893366,6392.330262494732
5794.539007169262,5809.543036177387,6098.97592450781,6106.479821857969,6106.476056165777,6113.979953515935,6126.4801729458795,6405.912885732348,6418.413105162292,6405.916651424541,6413.416783082507,6425.91700251245,6443.417309714371,6413.413017390314,6428.417046398439
5821.251998494551,5836.252329754075,6095.026247730142,6102.522342198168,6102.530484521639,6110.026578989666,6122.533640308828,6371.301909229564,6383.808970548726,6371.293766906094,6378.798003697591,6391.305065016753,6408.81495086358,6378.806146021062,6393.806477280586
5814.957954401527,5834.829946689891,6103.8077030586865,6116.179122319878,6111.30827608586,6123.67969534705,6136.180650392339,6395.157642724904,6407.6585977701925,6400.028488958922,6407.529061986095,6420.030017031383,6437.531354094786,6402.658215752077,6422.530208040441
5824.181559899295,5844.6614982990095,6105.114654523918,6118.094590059032,6112.614657388518,6125.594592923632,6138.094597697966,6388.5477501034065,6401.04775487774,6394.02768277392,6401.527685638521,6414.027690412854,6431.527697096921,6396.0477529680065,6416.527691367721
5827.147342757848,5857.147342193632,6120.103485814885,6135.137537192636,6135.069433872917,6150.103485250669,6175.046732014057,6418.0482782246,6442.991524987988,6418.116381544319,6433.082329602352,6458.02557636574,6492.946121834482,6433.014226282633,6463.014225718417
5808.939866657183,5838.93986648902,6090.145601544636,6105.6110959160815,6104.680107005026,6120.145601376472,6144.369777143789,6376.196171585552,6400.42034735287,6377.127160496608,6391.661665956998,6415.8858417243155,6449.79968779856,6390.730677045943,6420.730676877779
5808.137185382265,5838.018327384879,6083.6958271575095,6104.063753248668,6093.209043068965,6113.576969160124,6129.432329012549,6362.425540903239,6378.280900755665,6373.2802510829415,6382.793466994397,6398.648826846824,6420.846330640221,6371.938756814695,6401.819898817309
5827.548477818872,5842.5501584722515,6106.890587906567,6114.392266025928,6114.390590440586,6121.892268559946,6134.392272783311,6388.732698838934,6401.232703062298,6388.734374424277,6396.234376958296,6408.734381181659,6426.234387094369,6396.232701372953,6411.234382026332
5816.860896453105,5846.860404356935,6084.45452986447,6106.953581497395,6091.9549861353735,6114.4540377683,6126.9547982198055,6354.548315366134,6367.04907581764,6369.546910728157,6377.047366999061,6389.548127450566,6407.049192082675,6362.048771637038,6392.048279540868
5806.672976275978,5821.67297941414,6095.205837597085,6102.5347215297315,6102.8769568026,6110.205840735247,6122.991039411106,6386.295738653363,6399.080937329221,6385.953503380495,6393.6246225860095,6406.409821261868,6424.309099408071,6393.966857858878,6408.96686099704
5789.369688860144,5819.367168696209,6074.898135906964,6097.395581242497,6082.398170407494,6104.895615743028,6117.395673243912,6362.926594453959,6375.426651954843,6377.924005288963,6385.424039789493,6397.924097290377,6415.424177791615,6370.426628954489,6400.424108790554
5814.869702095298,5844.869702095234,6103.4121996602535,6125.9121996601825,6110.912199660262,6133.41219966019,6145.9121996602025,6394.454697225214,6406.9546972252265,6409.454697225135,6416.954697225142,6429.454697225155,6446.954697225173,6401.954697225221,6431.954697225157
5814.8519566798195,5844.84546652191,6099.224613329694,6121.718123143443,6106.724613358035,6129.218123171784,6141.718123219019,6386.097269989014,6398.597270036249,6401.090779774424,6408.590779802764,6421.090779849998,6438.590779916127,6393.597270017355,6423.590779859445
5822.206357120558,5839.427133523206,6107.354566513229,6117.075340792675,6114.8545686364305,6124.575342915877,6137.075346454546,6395.002776613632,6407.502780152301,6397.223548769876,6404.723550893078,6417.223554431747,6434.723559385885,6402.5027787368335,6419.7235551394815
5835.355338183542,5865.355338182505,6106.302820939349,6127.583188135425,6115.0224537422355,6136.302820938312,6150.835542276456,6380.156847962785,6394.689569300929,6392.7175823559755,6401.437215158861,6415.969936497006,6436.315746370408,6388.876480765672,6418.876480764635
5810.957627501923,5835.946053038201,6116.595039594652,6134.08346464606,6124.095040079524,6141.583465130931,6154.08346593905,6424.732451849005,6437.232452657125,6434.72087641554,6442.220876900412,6454.720877708532,6472.220878839898,6432.232452333877,6457.220877870155
5793.166213517191,5818.408002855161,6086.673153321415,6104.414919757233,6094.173176223567,6111.914942659385,6124.414980829638,6382.6801007596905,6395.1801389299435,6392.921844293357,6400.421867195509,6412.921905365762,6430.421958804115,6390.180123661842,6415.421912999812
5806.203295179969,5832.04207159795,6096.34759379253,6114.686354510487,6103.847609492551,6122.18637021051,6134.686396377213,6388.99189763843,6401.491923805134,6399.830642656366,6407.330658356389,6419.830684523092,6437.330721156478,6396.491913338453,6422.3306897564335
