mass,error_up,error_dn,exp_mass,exp_mass_err,decay,decay_up,decay_dn,J_tot,S_tot,L_tot,SU_tot,ModEx,HO_n
5802,15,-16,5794.45,1.0,0,0,0,0.5,0.5,0,1.3333333333333333,grd,0
6084,15,-15,0,0,0,0,0,0.5,0.5,1,1.3333333333333333,lam,1
6093,14,-14,6100.0,1.0,0,0,0,1.5,0.5,1,1.3333333333333333,lam,1
6369,21,-20,6327.0,1.0,0,0,0,1.5,0.5,2,1.3333333333333333,lam,2
6384,22,-20,6333.0,1.0,0,0,0,2.5,0.5,2,1.3333333333333333,lam,2
6378,21,-20,0,0,0,0,0,0.5,0.5,0,1.3333333333333333,rpl,2
