rho_m2m1,rho_m3m1,rho_km1,rho_am1,rho_bm1,rho_em1,rho_gm1,rho_m3m2,rho_km2,rho_am2,rho_bm2,rho_em2,rho_gm2,rho_km3,rho_am3,rho_bm3,rho_em3,rho_gm3,rho_ak,rho_bk,rho_ek,rho_gk,rho_ba,rho_ea,rho_ga,rho_eb,rho_gb,rho_ge
0.01654901006264678,-0.008088530987036971,-0.45242523566116466,0.059255640631926364,-0.15482422053543077,-0.038885927710148434,-0.5576365848373512,-0.01812111621916453,0.12642236317807928,0.07441066262517755,0.03248324940414328,0.7743343507593089,-0.7033829509683832,-0.005375771833040525,0.0038153241851248067,-0.010018472949434844,-0.006381632733648226,0.020314623161517623,-0.02435279686248354,0.16025870071482834,0.25658262857904723,-0.03467784773636007,0.06713111855902762,0.06832532708918569,-0.3648001656095879,-0.06827244169092087,0.11258576903673437,-0.6719899560587299
0.01924134718290129,0.0019342923504646649,-0.44143518735530923,0.052703121150173025,-0.1439562676049118,-0.04485365593807022,-0.563406275219289,0.001754954422353522,0.12973504323570015,0.0721973596815756,0.03294782432471383,0.7682235974693009,-0.7001285685087629,0.00020555721813450654,-0.0015534731662934032,0.0024004706362043392,-0.0028789252998962828,-0.0007284595095458083,-0.03126448147670348,0.1696875014700887,0.25376448689529024,-0.04041586126691871,0.056275408500643914,0.07194981952011435,-0.3599960529862477,-0.07638757239025502,0.1071283775059009,-0.6609738737325026
0.022791589422301885,-0.0242799132963875,-0.4423362043586565,0.05375497443151862,-0.14356791721349685,-0.037335260260611014,-0.5665291997409492,0.02139280836973427,0.12813739656565284,0.06972163969625408,0.04294427394769572,0.7641549282221723,-0.6997124921047759,0.0060811805304506125,0.0021494080803512905,-0.0066094371714208126,0.00980092158834224,-0.00394361067709355,-0.03206519006031828,0.16954167357602115,0.2538865177137469,-0.039335815543381565,0.056970250816834565,0.07030584690250258,-0.35781741265393907,-0.06786635157681806,0.09935365616294899,-0.6618293629415513
-6.162242242688075e-05,-0.8131688617798887,-0.4689704400223006,0.10497487515808386,-0.05440091122008317,0.5914691494044917,-0.8866616881838854,0.00044885998022550614,-1.7240482954660317e-05,2.8833959522360865e-05,0.00010324115349620526,-0.000571336269663464,0.00033986788369094783,0.26533482772763084,-0.0965462928225808,-0.03618253198298599,-0.7671374173422153,0.6950241052553046,-0.06210362993344083,0.14857857659831245,-0.05647954350344729,0.2350383950272079,0.05890697195673755,0.09348601686272347,-0.3764536649893362,-0.07634190368693732,0.10640206810575738,-0.6610570234050457
0.0695185064550476,0.1653301435422976,-0.4441016640652438,0.06019179164443558,-0.15555194042675058,-0.04584589281881633,-0.5802944191864985,-0.11462430572719681,0.1273166757787168,0.0627768406226188,0.053404241105456066,0.7870440089488964,-0.7158060742007197,-0.042074833353909366,-0.011322815899017876,0.01308868951609939,-0.0097547507594069,0.01362547344148449,-0.031031142133718378,0.16905081772927139,0.2546377094615532,-0.041097256725250074,0.06092326515936163,0.07222733570892285,-0.35727327077386667,-0.07164116262583634,0.1006816411284926,-0.6657445470514928
0.03769197126591388,0.03201320947572054,-0.4409672283595012,0.053493326063590384,-0.1436201359777842,-0.03410111661342597,-0.5783459225313792,-0.08707975632299877,0.11961041063803335,0.07193182851487198,0.027998212176630635,0.7617720082846576,-0.6941201030691083,-0.02698173205378186,-0.0027159755757603654,0.004251602356393785,-0.045771405498639416,0.04046832049402175,-0.03195387946796621,0.16321401276550337,0.2508241513455211,-0.03376464811853489,0.055517952651109065,0.07187447238269719,-0.3617660799293712,-0.08734456644717767,0.11566632640073252,-0.6545283408020183
0.0007441032540264643,-0.8142582341001278,-0.4597924422938311,0.11109159222270343,-0.0546914325140069,0.5923901296375456,-0.889233185582856,-0.003743244197247947,0.001754517180792752,0.000646132900016406,-0.0005313865098357443,0.006570646032803004,-0.004360352822324948,0.2540705584184323,-0.09998693517854768,-0.0358224112872088,-0.7698486486986296,0.6991087040137303,-0.06421786187334538,0.15122427880428968,-0.048850566947421736,0.22965509940505766,0.05704436210185407,0.09423695014182835,-0.37947303450442993,-0.07454931889168222,0.10595207351227472,-0.6609577186152348
-0.0010921990604210992,-0.8173337350363886,-0.48707553793852915,0.113107811351662,-0.050028289171085136,0.5962146542653013,-0.8877557643297085,0.0023830371996281653,-0.005116591112119909,0.0002156241550768564,9.78678616864912e-06,-0.0001000770545483104,-0.00021555225431525222,0.28613659283748394,-0.10648739254732956,-0.041136585507179455,-0.7694100850333405,0.7005128817119892,-0.06678483263726286,0.14645738276480919,-0.07785548497476893,0.25675073935615134,0.05772879887873049,0.09957600620344684,-0.3827586691766662,-0.0720026990918662,0.10314371024896601,-0.6647461363283554
0.017411541619681406,-0.8127443386115101,-0.4754816480200102,0.11464925681947889,-0.05567908841732303,0.5834705318506803,-0.8861324323877205,-0.021033660827646468,-0.0004336890390012864,0.0036792983822704654,0.0024518373294052194,0.036581353567429455,-0.031005500307673926,0.27134059914874975,-0.10290620519536413,-0.03695368262868492,-0.7700938470196232,0.6993960870735627,-0.0666207963749223,0.14942609878363752,-0.05539107737418536,0.23943242913165122,0.05519565601175282,0.09814950446650542,-0.38443800383446547,-0.07864782765303484,0.10954321054967756,-0.6570702796200586
0.018656178059759325,-0.009569708577908015,-0.4420018435277481,0.05109508331634247,-0.1405152760489979,-0.04437954133805183,-0.561965436283268,0.004430125406563704,0.12251896675594753,0.07493917784833132,0.030737566161323646,0.7640109099000111,-0.6996929780907508,0.00019197461625935713,-0.0011257835258400533,-0.00038171052435523485,-0.008819249798445814,0.005725317483550107,-0.02997567035054734,0.16623124136222397,0.25140203642759534,-0.03822357474484206,0.05643120581375007,0.07563071575463791,-0.3608171798464268,-0.07938765505003617,0.10706667125038945,-0.6619601238088025
