0_channel,1_channel
0.0,0.0
0.0,0.0
0.009009994504552298,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.001958373907931526,0.0
0.001026228394705522,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.005806463049242999,0.0
0.0,0.0
0.004216580268003952,0.0
0.00039878164078969747,0.0
0.0,0.0
9.180043136872947e-05,0.0
0.0,0.0
0.004449461631465747,0.0
0.0,0.0
0.0,0.0
0.001090267056561073,0.0
0.0007772859215257756,0.0
0.03904998701366603,0.0
0.004619522956309116,0.0
0.013441116956476514,0.0
0.00770341522903705,0.0
0.0023806315100051555,0.0
0.018279565118565003,0.0
0.008714096364647657,0.0
0.0,0.0
0.0,0.0
2.923857997503845e-07,0.0
2.687469318025232e-05,0.0
0.0010527750155066796,0.0
0.0,0.0
0.0007577968155591877,0.0
0.0,0.0
0.010501669881495063,0.0
0.0009133003192197022,0.0
7.779453316526939e-08,0.0
0.0023851235111909605,0.0
0.0006314766960212421,0.0
0.0,0.0
0.06879097811593005,0.0
0.0,0.0
0.0,0.0
0.0009287936207972026,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0012827797307008453,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.003998944553560673,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0037547206850176793,0.0
2.1840777360029965e-06,0.0
0.0,0.0
0.0,0.0
0.010187679745770615,0.0
0.003830478628488298,0.0
7.256226407379979e-05,0.0
0.0,0.0
0.0,0.0
0.006847931672891775,0.0
1.0843983032828381e-05,0.0
0.01460180710470555,0.0
0.057220269440026714,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.012234789072128716,0.0
0.01136081560361862,0.0
0.0006452995375757536,0.0
0.0,0.0
0.02616062310127959,0.0
0.0,0.0
0.000177658474812084,0.0
0.0,0.0
3.3452934623152936e-05,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.01129974481855087,0.0
